University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD ,Progesterone IUD ,Progestin ,Hormonal IUD ,Mirena ,Skyla ,Kyleena ,Liletta ,Copper IUD ,Non-Hormonal IUD ,Nonhormonal IUD ,Paragard ,Contraceptive implant ,Nexplanon ,Contraceptive injection ,Control shot ,Depo-Provera ,Depo ,emergency contraception ,emergency contraceptives ,morning after pill ,Plan B ,levonorgestrel ,ella ,ulipristal acetate ,contraceptive pill ,control pill ,diaphragm ,spermicide ,contraceptive patch ,control patch ,vaginal ring ,control ring ,contraceptive ring ,cervical cap,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Truman State University,https://studenthealth.truman.edu,4,"['https://studenthealth.truman.edu/health-services/physician-services/', 'https://studenthealth.truman.edu/helpful-links/', 'https://studenthealth.truman.edu/forms/medical-history-form/']",8503,93.55,1.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.526,-0.143,"[-1, -1, -1, 'Fri, 24 Oct 2014 16:54:22 GMT']",1,"['https://studenthealth.truman.edu', 'https://studenthealth.truman.edu/health-services/physician-services/']",1
Northwest Missouri State University,https://www.nwmissouri.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeast Missouri State University,https://semo.edu/healthclinic,3,"['https://semo.edu/healthclinic/faq.html', 'https://semo.edu/healthclinic/services/women.html', 'https://semo.edu/healthclinic/students/healthclinic-vs-er.html']",2660,72.34,5.51,8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.638,0.08,"[-1, -1, -1]",1,"['https://semo.edu/healthclinic', 'https://semo.edu/healthclinic/students/healthclinic-vs-er.html']",1
Missouri State University Springfield,https://health.missouristate.edu,4,"['https://health.missouristate.edu/students/resources.htm', 'https://health.missouristate.edu/ask-a-student-wellness-question.htm', 'https://health.missouristate.edu/treatment.htm']",4396,75.17,5.6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.036,0.531,0.065,"['Wed, 05 Dec 2018 20:16:28 GMT', 'Thu, 16 Jul 2020 04:39:34 GMT', 'Thu, 16 Jul 2020 04:39:26 GMT', 'Thu, 16 Jul 2020 04:39:29 GMT']",1,"['https://health.missouristate.edu', 'https://health.missouristate.edu/treatment.htm']",1
Montana State University Billings,https://www.msubillings.edu/studenthealth,2,"['https://www.msubillings.edu/studenthealth/wellness/shealth.htm', 'https://www.msubillings.edu/studenthealth/clinicalservices.htm']",1006,78.68,5.3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.529,0.222,"[-1, -1]",1,"['https://www.msubillings.edu/studenthealth', 'https://www.msubillings.edu/studenthealth/clinicalservices.htm']",1
Montana Tech of the University of Montana,https://www.mtech.edu/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montana State University,https://www.montana.edu/health,3,"['https://www.montana.edu/health/medicalservices/clinicalservices/appointments.html', 'https://www.montana.edu/health/medicalservices/clinicalservices/LGBTQ.html', 'https://www.montana.edu/health/medicalservices/travelclinic/zika.html']",1489,70.22,6.25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.511,0.229,"[-1, -1, -1]",2,"['https://www.montana.edu/health', 'https://www.montana.edu/health/medical.html', 'https://www.montana.edu/health/medicalservices/clinicalservices/LGBTQ.html']",1
The University of Montana,http://www.umt.edu/curry-health-center,8,"['https://www.umt.edu/curry-health-center/medical/Womens-Health.php', 'https://www.umt.edu/curry-health-center/medical/Walk%20In%20Care%20and%20Appointments/default.php', 'https://www.umt.edu/curry-health-center/Docs-General/2016%20NCHA%20Correct%20PDF.pdf', 'https://www.umt.edu/curry-health-center/Docs-General/NCHA-II%20WEB%20SPRING%202018%20UM%20EXECUTIVE%20SUMMARY.pdf', 'https://www.umt.edu/curry-health-center/pharmacy/Over-the-Counter.php']",1288,73.53,6.27,9,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.622,0.195,"[-1, 'Thu, 16 May 2019 18:52:21 GMT', -1, 'Thu, 16 May 2019 18:52:26 GMT', 'Thu, 16 May 2019 18:52:29 GMT', 'Thu, 16 May 2019 18:52:26 GMT', 'Thu, 16 May 2019 18:52:21 GMT', -1]",2,"['http://www.umt.edu/curry-health-center', 'http://www.umt.edu/curry-health-center/wellness/default.php', 'http://www.umt.edu/curry-health-center/Docs-General/chc-covid-virtual-stress-busting-kit-2020-links.docx']",1
The University of Montana Western,https://w.umwestern.edu/info/student-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chadron State College,https://www.csc.edu/healthserv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Kearney,https://www.unk.edu/offices/counseling_healthcare/health-care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Omaha,https://www.unomaha.edu/student-life/wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska Lincoln,https://health.unl.edu,12,"['https://health.unl.edu/iud', 'https://health.unl.edu/gynecological-services', 'https://health.unl.edu/nexplanon', 'https://health.unl.edu/services', 'http://health.unl.edu/forms/Confidential%20Medical%20History%20Form%2008-16%20version%202%20copy.pdf', 'https://health.unl.edu/frequently-asked-questions', 'https://health.unl.edu/health-education', 'https://health.unl.edu/freeorfee', 'https://health.unl.edu/pharmacy', 'https://health.unl.edu/power-attorney-form-faq']",17562,76,6.17,31,13,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.069,0.567,0.129,"['Wed, 15 Jul 2020 20:48:40 GMT', 'Wed, 15 Jul 2020 09:35:20 GMT', 'Thu, 16 Jul 2020 04:49:16 GMT', 'Thu, 16 Jul 2020 06:49:51 GMT', 'Wed, 04 Dec 2019 21:47:33 GMT', -1, 'Wed, 15 Jul 2020 11:18:52 GMT', 'Thu, 16 Jul 2020 04:32:45 GMT', 'Wed, 15 Jul 2020 17:06:48 GMT', 'Fri, 26 Apr 2019 20:55:56 GMT', 'Wed, 15 Jul 2020 14:05:25 GMT', 'Wed, 15 Jul 2020 12:07:24 GMT']",1,"['https://health.unl.edu', 'https://health.unl.edu/health-education']",1
Peru State College,https://www.peru.edu/healthcenter,1,['https://www.peru.edu/healthcenter/appointments'],1035,82.08,4.39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.722,0.163,[-1],1,"['https://www.peru.edu/healthcenter', 'https://www.peru.edu/healthcenter/appointments']",1
Wayne State College,https://www.wsc.edu/info/20026/campus_life/80/student_health_office/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nevada Las Vegas,https://www.unlv.edu/studentwellness/health-center,1,['https://www.unlv.edu/studentwellness/health-center/faqs'],2686,72.43,6.28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.666,0.141,"['Thu, 16 Jul 2020 06:50:00 GMT']",1,"['https://www.unlv.edu/studentwellness/health-center', 'https://www.unlv.edu/studentwellness/health-center/faqs']",1
University of Nevada Reno,https://med.unr.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Hampshire Main Campus,https://www.unh.edu/health,13,"['https://www.unh.edu/health/pharmacy', 'https://www.unh.edu/health/services/emergency-contraception-available-unh-health-services', 'https://www.unh.edu/health/sites/default/files/media/PDF/WellnessCalendars/wellness-calendar-november-2019.pdf', 'https://www.unh.edu/health/contraception', 'https://www.unh.edu/health/sites/default/files/media/PDF/SelfCareGuide/emergency-contraception-at-UNH-Health-Services-2015.pdf', 'https://www.unh.edu/health/services/after-hours', 'https://www.unh.edu/health/services/womens-health', 'https://www.unh.edu/health/services/medical-acupuncture', 'https://www.unh.edu/health/nourish-unh', 'https://www.unh.edu/health/shbp']",8087,64.37,8.02,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.584,0.126,"['Thu, 16 Jul 2020 05:16:22 GMT', 'Tue, 18 Aug 2015 15:24:37 GMT', 'Thu, 16 Jul 2020 05:16:23 GMT', 'Tue, 08 Jan 2013 20:06:56 GMT', 'Mon, 04 Nov 2019 14:37:06 GMT', -1, 'Mon, 13 Jul 2020 21:12:16 GMT', 'Thu, 05 Feb 2015 16:23:12 GMT', 'Thu, 16 Jul 2020 05:12:30 GMT', 'Thu, 16 Jul 2020 05:16:27 GMT', 'Thu, 16 Jul 2020 05:16:28 GMT', 'Thu, 16 Jul 2020 05:16:28 GMT', 'Thu, 16 Jul 2020 05:16:44 GMT']",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/pharmacy']",1
Keene State College,https://www.keene.edu/office/chw,1,['https://www.keene.edu/office/chw/services/'],388,82.24,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.708,0.12,[-1],1,"['https://www.keene.edu/office/chw', 'https://www.keene.edu/office/chw/services/']",1
University of New Hampshire at Manchester,https://www.unh.edu/health,13,"['https://www.unh.edu/health/pharmacy', 'https://www.unh.edu/health/services/emergency-contraception-available-unh-health-services', 'https://www.unh.edu/health/sites/default/files/media/PDF/WellnessCalendars/wellness-calendar-november-2019.pdf', 'https://www.unh.edu/health/contraception', 'https://www.unh.edu/health/sites/default/files/media/PDF/SelfCareGuide/emergency-contraception-at-UNH-Health-Services-2015.pdf', 'https://www.unh.edu/health/services/after-hours', 'https://www.unh.edu/health/services/womens-health', 'https://www.unh.edu/health/services/medical-acupuncture', 'https://www.unh.edu/health/nourish-unh', 'https://www.unh.edu/health/shbp']",8087,64.37,8.02,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.584,0.126,"['Thu, 16 Jul 2020 05:16:22 GMT', 'Tue, 18 Aug 2015 15:24:37 GMT', 'Thu, 16 Jul 2020 05:16:23 GMT', 'Tue, 08 Jan 2013 20:06:56 GMT', 'Mon, 04 Nov 2019 14:37:06 GMT', -1, 'Mon, 13 Jul 2020 21:12:16 GMT', 'Thu, 05 Feb 2015 16:23:12 GMT', 'Thu, 16 Jul 2020 05:12:30 GMT', 'Thu, 16 Jul 2020 05:16:27 GMT', 'Thu, 16 Jul 2020 05:16:28 GMT', 'Thu, 16 Jul 2020 05:16:28 GMT', 'Thu, 16 Jul 2020 05:16:44 GMT']",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/pharmacy']",1
Plymouth State University,https://campus.plymouth.edu/health,1,['https://campus.plymouth.edu/health/self-care/yeast-infections/'],947,81.22,4.51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.465,0.157,[-1],1,"['https://campus.plymouth.edu/health', 'https://campus.plymouth.edu/health/self-care/yeast-infections/']",1
Rowan University,https://sites.rowan.edu/wellness/health,1,['https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html'],713,56.1,11.22,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.498,0.227,"['Mon, 13 Jul 2020 12:04:32 GMT']",1,"['https://sites.rowan.edu/wellness/health', 'https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html']",1
New Jersey City University,https://www.njcu.edu/student-life/campus-services-resources/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kean University,https://www.kean.edu/offices/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montclair State University,https://www.montclair.edu/university-health-center,3,"['https://www.montclair.edu/university-health-center/frequently-asked-questions/', 'https://www.montclair.edu/university-health-center/services/', 'https://www.montclair.edu/university-health-center/services/payment/']",4533,74.24,7.05,20,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.101,0.521,0.134,"[-1, -1, -1]",1,"['https://www.montclair.edu/university-health-center', 'https://www.montclair.edu/university-health-center/services/']",1
New Jersey Institute of Technology,https://www.njit.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ramapo College of New Jersey,https://www.ramapo.edu/health,16,"['https://www.ramapo.edu/health/self-care/section-iii/birth/', 'https://www.ramapo.edu/health/self-care/section-i/vaginal-problems/', 'https://www.ramapo.edu/health/womens-clinic/', 'https://www.ramapo.edu/health/self-care/section-iii/', 'https://www.ramapo.edu/health/self-care/section-i/acne/', 'https://www.ramapo.edu/health/self-care/', 'https://www.ramapo.edu/health/self-care/section-ii/skin-safety/', 'https://www.ramapo.edu/health/self-care/section-i/depression/', 'https://www.ramapo.edu/health/emergency-contraception/', 'https://www.ramapo.edu/health/faqs/', 'https://www.ramapo.edu/health/self-care/section-i/urinary-tract-infections-utis/', 'https://www.ramapo.edu/health/self-care/section-iii/sexual-health/', 'https://www.ramapo.edu/health/health-services-news/', 'https://www.ramapo.edu/health/coronavirus-covid-19/cdc-posters/']",21838,76.95,5.73,39,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,2,0,2,0,1,0,0,0,1,0.09,0.597,0.044,"[-1, 'Wed, 27 May 2015 16:48:16 GMT', -1, 'Thu, 18 Jul 2013 16:44:56 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://www.ramapo.edu/health', 'https://www.ramapo.edu/health/health-services-news/']",1
Rutgers University Camden,https://wellnesscenter.camden.rutgers.edu,6,"['https://wellnesscenter.camden.rutgers.edu/hsmedfaq', 'https://wellnesscenter.camden.rutgers.edu/content/coronavirus-resources', 'https://wellnesscenter.camden.rutgers.edu/med_gynexam', 'https://wellnesscenter.camden.rutgers.edu/links_b', 'https://wellnesscenter.camden.rutgers.edu/costs', 'https://wellnesscenter.camden.rutgers.edu/links_e']",4133,58.43,9.11,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.059,0.658,0.121,"[-1, -1, -1, -1, -1, -1]",1,"['https://wellnesscenter.camden.rutgers.edu', 'https://wellnesscenter.camden.rutgers.edu/content/coronavirus-resources']",1
Rutgers University New Brunswick,http://health.rutgers.edu,12,"['http://health.rutgers.edu/education/medical-information/birth-control/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/', 'http://health.rutgers.edu/education/medical-information/', 'http://health.rutgers.edu/education/medical-information/pelvic-exam/', 'http://health.rutgers.edu/education/medical-information/skin-cancer/', 'http://health.rutgers.edu/education/medical-information/lgbtqa-resources/', 'http://health.rutgers.edu/education/medical-information/hpv/', 'http://health.rutgers.edu/education/medical-information/medicine-cabinet/', 'http://health.rutgers.edu/education/medical-information/eating-disorders/', 'http://health.rutgers.edu/education/medical-information/cold-flu/', 'http://health.rutgers.edu/general-resources/pharmacy-resources/', 'http://health.rutgers.edu/general-resources/faqs/']",13861,67.05,7.44,28,14,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,1,3,0,0,0,0,0,2,0.064,0.577,0.134,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['http://health.rutgers.edu', 'http://health.rutgers.edu/general-resources/faqs/']",1
Rutgers University Newark,http://health.newark.rutgers.edu,2,"['http://health.newark.rutgers.edu/news/more-effective-contraception-than-pills-or-condoms', 'http://health.newark.rutgers.edu/news']",2865,61.76,7.82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.561,0.288,"[-1, -1]",1,"['http://health.newark.rutgers.edu', 'http://health.newark.rutgers.edu/news']",1
Stockton University,https://stockton.edu/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The College of New Jersey,https://health.tcnj.edu,1,['https://health.tcnj.edu/cost/'],640,72.35,5.8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.66,0.15,[-1],1,"['https://health.tcnj.edu', 'https://health.tcnj.edu/cost/']",1
William Paterson University of New Jersey,https://www.wpunj.edu/health-wellness,5,"['https://www.wpunj.edu/health-wellness/health-services/Athletic%20physical%20Form%202017.pdf?language_id=1f', 'https://www.wpunj.edu/health-wellness/resources/', 'https://www.wpunj.edu/health-wellness/health/', 'https://www.wpunj.edu/health-wellness/cost-and-services/']",31981,70.93,6.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.508,0.237,"['Thu, 10 Oct 2019 19:51:00 +0000', 'Thu, 25 May 2017 18:26:41 +0000', -1, -1, -1]",0,['https://www.wpunj.edu/health-wellness'],1
Eastern New Mexico University Main Campus,https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Highlands University,https://www.nmhu.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Institute of Mining and Technology,https://www.nmt.edu/studenthealth,1,['https://www.nmt.edu/studenthealth/faq.php'],1159,93.22,2.79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.702,0.207,[-1],1,"['https://www.nmt.edu/studenthealth', 'https://www.nmt.edu/studenthealth/HealthCenterIntake2020.doc']",1
University of New Mexico Main Campus,http://shac.unm.edu,12,"['https://shac.unm.edu/services/sexual-reproductive-health/contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/index.html', 'https://shac.unm.edu/coronavirus.html', 'https://shac.unm.edu/services/sexual-reproductive-health/emergency-contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/hiv-prevention.html', 'https://shac.unm.edu/services/sexual-reproductive-health/cervical-cancer-screening.html', 'https://shac.unm.edu/services/sexual-reproductive-health/breast-concerns-brca.html', 'https://shac.unm.edu/services/sexual-reproductive-health/hormone-therapy.html', 'https://shac.unm.edu/services/sexual-reproductive-health/pregnancy-counseling.html', 'https://shac.unm.edu/international-students.html']",5198,25.89,15.62,16,3,3,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.542,0.266,"['Thu, 09 Jul 2020 20:36:34 GMT', 'Thu, 09 Jul 2020 20:36:43 GMT', 'Thu, 09 Jul 2020 20:42:04 GMT', 'Thu, 09 Jul 2020 20:36:56 GMT', 'Thu, 09 Jul 2020 20:36:36 GMT', 'Thu, 09 Jul 2020 20:42:03 GMT', 'Thu, 09 Jul 2020 20:36:39 GMT', 'Thu, 09 Jul 2020 20:36:41 GMT', 'Thu, 09 Jul 2020 20:36:29 GMT', 'Thu, 09 Jul 2020 20:36:48 GMT', 'Thu, 09 Jul 2020 20:36:31 GMT', 'Thu, 09 Jul 2020 20:40:21 GMT']",1,"['http://shac.unm.edu', 'http://shac.unm.edu/services/sexual-reproductive-health/hiv-prevention.html']",1
New Mexico State University Main Campus,https://wellness.nmsu.edu,1,['https://wellness.nmsu.edu/reproductive-sexual-health/'],411,60.89,7.28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.058,0.592,0.111,[-1],1,"['https://wellness.nmsu.edu', 'https://wellness.nmsu.edu/reproductive-sexual-health/']",1
Northern New Mexico College,https://nnmc.edu/home/student-gateway/campus-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western New Mexico University,https://health.wnmu.edu/?lang=en#gsc.tab=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Bernard M Baruch College,https://studentaffairs.baruch.cuny.edu/health,5,"['https://studentaffairs.baruch.cuny.edu/health/faq/', 'https://studentaffairs.baruch.cuny.edu/health/topics/hiv/', 'https://studentaffairs.baruch.cuny.edu/health/topics/heart/', 'https://studentaffairs.baruch.cuny.edu/health/topics/std/', 'https://studentaffairs.baruch.cuny.edu/health/topics/smoking/']",8886,75.44,6.71,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0.066,0.539,0.172,"[-1, -1, -1, -1, -1]",1,"['https://studentaffairs.baruch.cuny.edu/health', 'https://studentaffairs.baruch.cuny.edu/health/faq/']",1
CUNY Brooklyn College,http://www.brooklyn.cuny.edu/web/about/offices/studentaffairs/health-wellness/healthclinic.php?utm_source=Website&utm_medium=StudentAffairs&utm_campaign=HealthClinicRedirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Staten Island CUNY,https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services,3,"['https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services_detail', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/resources-0']",2456,70.6,5.9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.68,0.122,"['Thu, 16 Jul 2020 05:17:52 GMT', 'Thu, 16 Jul 2020 02:02:24 GMT', 'Thu, 16 Jul 2020 02:02:25 GMT']",1,"['https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services']",1
CUNY City College,https://www.ccny.cuny.edu/shs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Graduate School and University Center,https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services,3,"['https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services/Frequently-Asked-Questions', 'https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services/Healthcare-Resources/Prescription-Medication', 'https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services/Health-and-Wellness-Topics']",5849,68.08,6.86,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.571,0.152,"[-1, -1, -1]",1,"['https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services', 'https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services/Health-and-Wellness-Topics']",1
CUNY Hunter College,http://www.hunter.cuny.edu/cws/healthservices/welcome-to-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY John Jay College of Criminal Justice,https://www.jjay.cuny.edu/wellness-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Lehman College,https://www.lehman.edu/student-health-center,5,"['https://www.lehman.edu/student-health-center/women-health-services.php', 'https://www.lehman.edu/student-health-center/faqs.php', 'https://www.lehman.edu/student-health-center/clinical-services-fees.php', 'http://www.lehman.edu/student-health-center/health-info-websites.php']",4137,84.73,4.2,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.067,0.643,0.102,[-1],1,"['https://www.lehman.edu/student-health-center', 'https://www.lehman.edu/student-health-center/clinical-services-fees.php']",1
CUNY Medgar Evers College,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY New York City College of Technology,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Queens College,https://www.qc.cuny.edu/StudentLife/services/health/Pages,2,"['https://www.qc.cuny.edu/StudentLife/services/health/Pages/Services.aspx', 'https://www.qc.cuny.edu/StudentLife/services/health/Pages/Health%20clinics.aspx']",2036,69.9,6.23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.671,0.148,"['Thu, 16 Jul 2020 06:53:33 GMT', 'Thu, 16 Jul 2020 06:53:34 GMT']",-1,[],1
CUNY York College,https://www.york.cuny.edu/student-development/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fashion Institute of Technology,http://www.fitnyc.edu/health-services,3,"['http://www.fitnyc.edu/health-services/services/women.php', 'http://www.fitnyc.edu/health-services/services/index.php', 'http://www.fitnyc.edu/health-services/resources/health-insurance-basics.php']",2980,79.28,5.15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.538,0.166,"[-1, -1, -1]",1,"['http://www.fitnyc.edu/health-services', 'http://www.fitnyc.edu/health-services/services/index.php']",1
SUNY College of Technology at Alfred,https://www.alfredstate.edu/student-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Canton,https://www.canton.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Delhi,https://system.suny.edu/university-life/counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Agriculture and Technology at Cobleskill,https://www.cobleskill.edu/campus-life/wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
