University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Salisbury University,https://www.salisbury.edu/administration/student-affairs/student-health-services,5,"['https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/hormonal-injection.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/birth-control-pill.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/fees.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/patch.aspx']",3616,79.34,4.86,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.04,0.679,0.056,"[-1, -1, -1, -1, -1]",1,"['https://www.salisbury.edu/administration/student-affairs/student-health-services', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/fees.aspx']",1
St Mary's College of Maryland,https://www.smcm.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Towson University,https://www.towson.edu/healthcenter,3,"['https://www.towson.edu/healthcenter/health-education/sexual-health.html', 'https://www.towson.edu/healthcenter/services.html']",4639,79.42,5.27,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.052,0.658,0.098,"[-1, -1, 'Fri, 28 Jun 2019 15:41:46 GMT']",1,"['https://www.towson.edu/healthcenter', 'https://www.towson.edu/healthcenter/services.html']",1
Bridgewater State University,https://www.bridgew.edu/student-life/wellness-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fitchburg State University,https://www.fitchburgstate.edu/offices-services-directory/health-services,1,['https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/'],2764,78.72,5.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018,0.583,0.222,"['Thu, 16 Jul 2020 15:56:10 GMT']",1,"['https://www.fitchburgstate.edu/offices-services-directory/health-services', 'https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/']",1
Framingham State University,https://www.framingham.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Lowell,https://www.uml.edu/student-services/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Amherst,https://www.umass.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Boston,https://www.umb.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Massachusetts Maritime Academy,https://www.maritime.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Massachusetts College of Liberal Arts,http://www.mcla.edu/Student_Life/wellness/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Salem State University,https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services,1,['https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services/sexual-health-services'],2172,63.16,9.24,10,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.038,0.639,0.157,"['Thu, 16 Jul 2020 14:19:48 GMT']",1,"['https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services', 'https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services/sexual-health-services']",1
University of Massachusetts Dartmouth,https://www.umassd.edu/studentaffairs/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Westfield State University,http://www.westfield.ma.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Worcester State University,https://www.worcester.edu/Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Central Michigan University,https://www.cmich.edu/lifeatCMU/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Michigan University,https://www.emich.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ferris State University,https://www.ferris.edu/htmls/studentlife/hcenter,1,['https://www.ferris.edu/HTMLS/studentlife/HCenter/services/contraceptive.htm'],403,75.35,4.97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.108,0.655,0.177,[-1],-1,[],1
Grand Valley State University,https://www.gvsu.edu/campushealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lake Superior State University,https://www.lssu.edu/health-care-center,1,['https://www.lssu.edu/health-care-center/services/'],1001,68.99,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.028,0.733,0.167,[-1],1,"['https://www.lssu.edu/health-care-center', 'https://www.lssu.edu/health-care-center/services/']",1
University of Michigan Ann Arbor,https://uhs.umich.edu,13,"['https://uhs.umich.edu/contraception-iud', 'https://uhs.umich.edu/contraception-cost', 'https://uhs.umich.edu/files/uhs/Nexplanon-Implant.pdf', 'https://uhs.umich.edu/contraception', 'https://uhs.umich.edu/contraception-implant', 'https://uhs.umich.edu/contraception-pill', 'https://uhs.umich.edu/contraception-shot', 'https://uhs.umich.edu/contraception-emergency', 'https://uhs.umich.edu/contraception-how-to-choose', 'https://uhs.umich.edu/files/uhs/UM_NCHA_2010_Web.pdf']",8461,82.29,5.19,138,74,0,8,3,13,2,9,2,2,0,0,16,0,1,0,0,0,8,0.128,0.535,0.189,"[-1, -1, 'Wed, 05 Feb 2020 14:37:30 GMT', 'Wed, 05 Feb 2020 14:37:46 GMT', -1, -1, -1, -1, -1, -1, 'Thu, 25 Apr 2013 16:55:05 GMT', 'Thu, 25 Apr 2013 16:53:20 GMT', 'Wed, 08 Jul 2015 16:54:00 GMT']",2,"['https://uhs.umich.edu', 'https://uhs.umich.edu/healthtopics-a-z', 'https://uhs.umich.edu/contraception']",1
Michigan State University,https://olin.msu.edu,5,"['https://olin.msu.edu/_assets/pdfs/services/contra_choices_sp.pdf', 'https://olin.msu.edu/services/womens-health.html', 'https://olin.msu.edu/healthpromo/sexualwellness/hiv.htm']",5213,54.34,10.17,8,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0.038,0.564,0.08,"['Mon, 15 Jun 2020 19:43:10 GMT', 'Mon, 15 Jun 2020 19:43:10 GMT', 'Mon, 15 Jun 2020 19:43:17 GMT', 'Mon, 15 Jun 2020 19:43:10 GMT', -1]",0,['https://olin.msu.edu'],1
Michigan Technological University,https://www.mtu.edu/deanofstudents/students/services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Michigan Dearborn,https://umdearborn.edu/campus-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Michigan Flint,https://www.umflint.edu/reccenter/student-health-resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern Michigan University,https://www.nmu.edu/healthcenter,2,['https://www.nmu.edu/healthcenter/allergy-shots-and-immunizations'],1430,74.76,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014,0.775,-0.05,"['Fri, 31 Mar 2017 14:52:35 GMT', -1]",1,"['https://www.nmu.edu/healthcenter', 'https://www.nmu.edu/healthcenter/allergy-shots-and-immunizations']",1
Oakland University,https://oakland.edu/ghc,1,['https://oakland.edu/ghc/health/'],1791,48.75,9.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.015,0.751,0.032,"['Wed, 01 Jul 2020 21:56:03 GMT']",1,"['https://oakland.edu/ghc', 'https://oakland.edu/ghc/health/index']",1
Saginaw Valley State University,https://www.svsu.edu/universityhealthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wayne State University,https://health.wayne.edu,3,"['http://health.wayne.edu/birth-control/', 'https://health.wayne.edu/faq/']",8959,75.85,6.22,23,19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.151,0.495,0.237,"[-1, 'Wed, 24 Apr 2019 13:55:05 GMT', -1]",1,"['https://health.wayne.edu', 'https://health.wayne.edu/faq/']",1
Western Michigan University,https://wmich.edu/healthcenter,2,"['https://wmich.edu/healthcenter/clinic/services/contraception', 'https://wmich.edu/healthcenter/clinic/services']",1003,51.35,10.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.034,0.594,0.206,"[-1, -1]",2,"['https://wmich.edu/healthcenter', 'https://wmich.edu/healthcenter/clinic/covid-19', 'https://wmich.edu/healthcenter/clinic/services']",1
Bemidji State University,https://www.bemidjistate.edu/services/health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minnesota State University Mankato,http://www.mnsu.edu/shs,8,"['https://www.mnsu.edu/shs/womenservices.html', 'https://www.mnsu.edu/shs/forms.html', 'https://www.mnsu.edu/shs/bacterialvaginosis.html', 'http://www.mnsu.edu/shs/news/ncha_spring_2008_minnesota_state_university_mankato_es_data_report.pdf', 'https://www.mnsu.edu/shs/news/ncha_spring_2007_minnesotat_state_university_mankato_es_data_report.pdf', 'https://www.mnsu.edu/shs/healtheducation/healthpro/hpprogs.html']",2357,72.95,6.62,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.029,0.541,0.154,"[-1, 'Fri, 23 Aug 2019 21:02:02 GMT', 'Tue, 02 Jan 2018 20:12:14 GMT', 'Thu, 10 Dec 2009 22:18:25 GMT', 'Thu, 10 Dec 2009 22:14:16 GMT', 'Thu, 10 Dec 2009 22:16:41 GMT', 'Thu, 10 Dec 2009 22:15:16 GMT', 'Wed, 11 Sep 2019 13:51:12 GMT']",1,"['http://www.mnsu.edu/shs', 'http://www.mnsu.edu/shs/forms.html']",1
Metropolitan State University,https://www.msudenver.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Twin Cities,https://twin-cities.umn.edu/health-medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Crookston,https://www.crk.umn.edu/units/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Duluth,https://www.d.umn.edu/health-services,3,"['https://www.d.umn.edu/health-services/medical-services/services-provided/sexual-health', 'https://www.d.umn.edu/health-services/appointments/patient-billing-information', 'https://www.d.umn.edu/health-services/medical-services']",2615,55.62,10.23,9,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.068,0.536,0.232,"['Wed, 15 Jul 2020 18:34:42 GMT', 'Thu, 16 Jul 2020 02:00:28 GMT', 'Thu, 16 Jul 2020 00:33:29 GMT']",1,"['https://www.d.umn.edu/health-services', 'https://www.d.umn.edu/health-services/appointments/patient-billing-information']",1
University of Minnesota Morris,https://students.morris.umn.edu/health-and-wellness/health-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minnesota State University Moorhead,https://www.mnstate.edu/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Saint Cloud State University,https://www.stcloudstate.edu/medicalclinic,5,"['https://www.stcloudstate.edu/medicalclinic/medical-clinic/default.aspx', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2006-ACHA-NCHA-executive-summary.pdf', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2008-ACHA-NCHA-executive-summary.pdf']",516,73.98,4.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0.72,0.164,"[-1, 'Mon, 18 May 2020 20:57:11 GMT', 'Mon, 18 May 2020 20:57:11 GMT', 'Mon, 18 May 2020 20:57:10 GMT', 'Wed, 19 Jun 2019 21:23:56 GMT']",1,"['https://www.stcloudstate.edu/medicalclinic', 'https://www.stcloudstate.edu/medicalclinic/medical-clinic/default.aspx']",1
Southwest Minnesota State University,https://www.smsu.edu/campuslife/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winona State University,https://www.winona.edu/healthservices,1,['https://www.winona.edu/healthservices/clinicservices.asp'],1286,59.71,7.76,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.07,0.563,0.284,[-1],1,"['https://www.winona.edu/healthservices', 'https://www.winona.edu/healthservices/clinicservices.asp']",1
Alcorn State University,https://www.alcorn.edu/academics/student-affairs/health-and-disability-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Delta State University,http://www.deltastate.edu/student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Jackson State University,https://www.jsums.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Mississippi,https://healthcenter.olemiss.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi University for Women,https://www.muw.edu/centers/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi Valley State University,https://www.mvsu.edu/campus-facilities-services/main-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi State University,https://www.health.msstate.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Southern Mississippi,https://www.usm.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Central Missouri,https://www.ucmo.edu/offices/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Harris Stowe State University,http://go.hssu.edu/rsp_content.cfm?wid=74&pid=1905&CFID=5445450&CFTOKEN=d88cfc51c4adc535-523D176C-A3C2-41D1-A1E24ECDA021A568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lincoln University of Missouri,https://www.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Missouri Southern State University,https://www.mssu.edu/student-affairs/willcoxon-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Missouri Western State University,https://www.missouriwestern.edu/student-services/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Columbia,https://studenthealth.missouri.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Kansas City,https://www.umkc.edu/studenthealth,2,['https://www.umkc.edu/studenthealth/services-and-info/womens-health.html'],817,58.94,9.13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.023,0.322,0.492,"['Mon, 08 Jun 2020 16:15:57 GMT', 'Thu, 16 Jul 2020 15:29:52 GMT']",2,"['https://www.umkc.edu/studenthealth', 'https://www.umkc.edu/studenthealth/appointments/forms.html', 'https://www.umkc.edu/studenthealth/docs/health-history-form-071818.docx']",1
Missouri University of Science and Technology,https://studenthealth.mst.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri St Louis,http://www.umsl.edu/hcdas/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Truman State University,https://studenthealth.truman.edu,2,['https://studenthealth.truman.edu/health-services/physician-services/'],177,59.81,7.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.556,-0.069,"[-1, 'Fri, 24 Oct 2014 16:54:22 GMT']",1,"['https://studenthealth.truman.edu', 'https://studenthealth.truman.edu/health-services/physician-services/']",1
Northwest Missouri State University,https://www.nwmissouri.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeast Missouri State University,https://semo.edu/healthclinic,1,['https://semo.edu/healthclinic/services/women.html'],1149,60.21,7.47,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033,0.647,0.148,[-1],1,"['https://semo.edu/healthclinic', 'https://semo.edu/healthclinic/services/women.html']",1
Missouri State University Springfield,https://health.missouristate.edu,3,"['https://health.missouristate.edu/treatment.htm', 'https://health.missouristate.edu/students/resources.htm']",3983,63.99,7.45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.027,0.682,0.132,"['Wed, 05 Dec 2018 20:16:28 GMT', 'Thu, 16 Jul 2020 06:03:41 GMT', 'Thu, 16 Jul 2020 06:03:41 GMT']",1,"['https://health.missouristate.edu', 'https://health.missouristate.edu/treatment.htm']",1
Montana State University Billings,https://www.msubillings.edu/studenthealth,1,['https://www.msubillings.edu/studenthealth/wellness/shealth.htm'],627,75.62,5.57,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,0.388,0.265,[-1],2,"['https://www.msubillings.edu/studenthealth', 'https://www.msubillings.edu/studenthealth/wellness/index.htm', 'https://www.msubillings.edu/studenthealth/wellness/shealth.htm']",1
Montana Tech of the University of Montana,https://www.mtech.edu/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montana State University,https://www.montana.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Montana,http://www.umt.edu/curry-health-center,3,"['https://www.umt.edu/curry-health-center/medical/Womens-Health.php', 'https://www.umt.edu/curry-health-center/medical/Walk%20In%20Care%20and%20Appointments/default.php']",1066,79.6,5.37,6,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.049,0.536,0.267,"[-1, 'Thu, 16 May 2019 18:52:21 GMT', -1]",2,"['http://www.umt.edu/curry-health-center', 'http://www.umt.edu/curry-health-center/medical/default.php', 'http://www.umt.edu/curry-health-center/medical/Walk%20In%20Care%20and%20Appointments/default.php']",1
The University of Montana Western,https://w.umwestern.edu/info/student-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chadron State College,https://www.csc.edu/healthserv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Kearney,https://www.unk.edu/offices/counseling_healthcare/health-care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Omaha,https://www.unomaha.edu/student-life/wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska Lincoln,https://health.unl.edu,6,"['https://health.unl.edu/iud', 'https://health.unl.edu/nexplanon', 'https://health.unl.edu/gynecological-services', 'https://health.unl.edu/freeorfee', 'http://health.unl.edu/forms/Confidential%20Medical%20History%20Form%2008-16%20version%202%20copy.pdf']",4919,74.87,5.9,33,15,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,1,0.083,0.681,0.051,"['Thu, 16 Jul 2020 15:18:11 GMT', 'Thu, 16 Jul 2020 16:38:07 GMT', 'Thu, 16 Jul 2020 14:21:38 GMT', 'Thu, 16 Jul 2020 10:57:17 GMT', 'Wed, 04 Dec 2019 21:47:33 GMT', -1]",1,"['https://health.unl.edu', 'https://health.unl.edu/womens-health']",1
Peru State College,https://www.peru.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wayne State College,https://www.wsc.edu/info/20026/campus_life/80/student_health_office/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nevada Las Vegas,https://www.unlv.edu/studentwellness/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nevada Reno,https://med.unr.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Hampshire Main Campus,https://www.unh.edu/health,4,"['https://www.unh.edu/health/pharmacy', 'https://www.unh.edu/health/services/emergency-contraception-available-unh-health-services', 'https://www.unh.edu/health/sites/default/files/media/images/Annual_Reports/annual-report-18-19-final.pdf']",2345,60.89,9.01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.056,0.685,0.138,"['Thu, 16 Jul 2020 14:18:50 GMT', 'Thu, 16 Jul 2020 14:22:05 GMT', 'Mon, 04 Nov 2019 14:37:06 GMT', 'Mon, 13 Jul 2020 21:12:16 GMT']",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/services/emergency-contraception-available-unh-health-services']",1
Keene State College,https://www.keene.edu/office/chw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Hampshire at Manchester,https://www.unh.edu/health,4,"['https://www.unh.edu/health/pharmacy', 'https://www.unh.edu/health/services/emergency-contraception-available-unh-health-services', 'https://www.unh.edu/health/sites/default/files/media/images/Annual_Reports/annual-report-18-19-final.pdf']",2345,60.89,9.01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.056,0.685,0.138,"['Thu, 16 Jul 2020 14:18:50 GMT', 'Thu, 16 Jul 2020 14:22:05 GMT', 'Mon, 04 Nov 2019 14:37:06 GMT', 'Mon, 13 Jul 2020 21:12:16 GMT']",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/services/emergency-contraception-available-unh-health-services']",1
Plymouth State University,https://campus.plymouth.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rowan University,https://sites.rowan.edu/wellness/health,1,['https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html'],713,64.93,9.04,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056,0.528,0.211,"['Mon, 13 Jul 2020 12:04:32 GMT']",1,"['https://sites.rowan.edu/wellness/health', 'https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html']",1
New Jersey City University,https://www.njcu.edu/student-life/campus-services-resources/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kean University,https://www.kean.edu/offices/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montclair State University,https://www.montclair.edu/university-health-center,2,"['https://www.montclair.edu/university-health-center/frequently-asked-questions/', 'https://www.montclair.edu/university-health-center/services/payment/']",4204,74.72,6.16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.074,0.61,0.181,"[-1, -1]",1,"['https://www.montclair.edu/university-health-center', 'https://www.montclair.edu/university-health-center/services/payment/']",1
New Jersey Institute of Technology,https://www.njit.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ramapo College of New Jersey,https://www.ramapo.edu/health,5,"['https://www.ramapo.edu/health/self-care/section-iii/birth/', 'https://www.ramapo.edu/health/self-care/section-i/vaginal-problems/', 'https://www.ramapo.edu/health/womens-clinic/']",5482,80.74,5.42,20,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.156,0.594,-0.003,"['Wed, 27 May 2015 16:48:16 GMT', -1, -1, 'Thu, 18 Jul 2013 16:44:56 GMT', -1]",1,"['https://www.ramapo.edu/health', 'https://www.ramapo.edu/health/womens-clinic/']",1
Rutgers University Camden,https://wellnesscenter.camden.rutgers.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rutgers University New Brunswick,http://health.rutgers.edu,2,"['http://health.rutgers.edu/education/medical-information/birth-control/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/']",2221,72.3,6.89,17,7,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.04,0.484,0.177,"[-1, -1]",2,"['http://health.rutgers.edu', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/sti-testing-treatment/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/']",1
Rutgers University Newark,http://health.newark.rutgers.edu,1,['http://health.newark.rutgers.edu/news/more-effective-contraception-than-pills-or-condoms'],365,84.81,4.69,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.611,0.261,[-1],2,"['http://health.newark.rutgers.edu', 'http://health.newark.rutgers.edu/news', 'http://health.newark.rutgers.edu/news/more-effective-contraception-than-pills-or-condoms']",1
Stockton University,https://stockton.edu/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The College of New Jersey,https://health.tcnj.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
William Paterson University of New Jersey,https://www.wpunj.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern New Mexico University Main Campus,https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Highlands University,https://www.nmhu.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Institute of Mining and Technology,https://www.nmt.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Mexico Main Campus,http://shac.unm.edu,3,"['https://shac.unm.edu/services/sexual-reproductive-health/contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/index.html']",951,9.07,20.61,11,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,0.055,0.564,0.291,"['Thu, 09 Jul 2020 20:36:34 GMT', 'Thu, 09 Jul 2020 20:36:43 GMT', 'Thu, 09 Jul 2020 20:42:04 GMT']",1,"['http://shac.unm.edu', 'http://shac.unm.edu/services/sexual-reproductive-health/index.html']",1
New Mexico State University Main Campus,https://wellness.nmsu.edu,1,['https://wellness.nmsu.edu/reproductive-sexual-health/'],411,60.38,8.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.543,0.15,[-1],1,"['https://wellness.nmsu.edu', 'https://wellness.nmsu.edu/reproductive-sexual-health/']",1
Northern New Mexico College,https://nnmc.edu/home/student-gateway/campus-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western New Mexico University,https://health.wnmu.edu/?lang=en#gsc.tab=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Bernard M Baruch College,https://studentaffairs.baruch.cuny.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Brooklyn College,http://www.brooklyn.cuny.edu/web/about/offices/studentaffairs/health-wellness/healthclinic.php?utm_source=Website&utm_medium=StudentAffairs&utm_campaign=HealthClinicRedirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Staten Island CUNY,https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY City College,https://www.ccny.cuny.edu/shs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Graduate School and University Center,https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Hunter College,http://www.hunter.cuny.edu/cws/healthservices/welcome-to-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY John Jay College of Criminal Justice,https://www.jjay.cuny.edu/wellness-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Lehman College,https://www.lehman.edu/student-health-center,1,['https://www.lehman.edu/student-health-center/women-health-services.php'],1027,85.21,4.04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.024,0.631,0.018,[],1,"['https://www.lehman.edu/student-health-center', 'https://www.lehman.edu/student-health-center/women-health-services.php']",1
CUNY Medgar Evers College,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY New York City College of Technology,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Queens College,https://www.qc.cuny.edu/StudentLife/services/health/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY York College,https://www.york.cuny.edu/student-development/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fashion Institute of Technology,http://www.fitnyc.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
