University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,Nonhormonal IUD,Paragard,Contraceptive implant,Nexplanon,Contraceptive injection,Control shot,Depo-Provera,Depo,emergency contraception,emergency contraceptives,morning after pill,Plan B,levonorgestrel,ella,ulipristal acetate,contraceptive pill,control pill,diaphragm,spermicide,contraceptive patch,control patch,vaginal ring,control ring,contraceptive ring,cervical cap,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Rutgers University Camden,https://wellnesscenter.camden.rutgers.edu,6,"['https://wellnesscenter.camden.rutgers.edu/hsmedfaq', 'https://wellnesscenter.camden.rutgers.edu/content/coronavirus-resources', 'https://wellnesscenter.camden.rutgers.edu/med_gynexam', 'https://wellnesscenter.camden.rutgers.edu/links_b', 'https://wellnesscenter.camden.rutgers.edu/costs', 'https://wellnesscenter.camden.rutgers.edu/links_e']",4147,55.96,9.58,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0.06,0.613,0.097,"[-1, -1, -1, -1, -1, -1]",1,"['https://wellnesscenter.camden.rutgers.edu', 'https://wellnesscenter.camden.rutgers.edu/costs']",1
Rutgers University New Brunswick,http://health.rutgers.edu,12,"['http://health.rutgers.edu/education/medical-information/birth-control/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/gynecological-exams/', 'http://health.rutgers.edu/education/medical-information/', 'http://health.rutgers.edu/education/medical-information/pelvic-exam/', 'http://health.rutgers.edu/education/medical-information/skin-cancer/', 'http://health.rutgers.edu/education/medical-information/lgbtqa-resources/', 'http://health.rutgers.edu/education/medical-information/hpv/', 'http://health.rutgers.edu/education/medical-information/medicine-cabinet/', 'http://health.rutgers.edu/general-resources/pharmacy-resources/', 'http://health.rutgers.edu/general-resources/faqs/']",12731,69.23,7.18,54,17,7,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,5,0,2,0,0,1,2,6,0,0,0,0,0,2,0.063,0.544,0.122,"[-1, -1, -1, -1, -1, -1, 'Tue, 20 Aug 2013 15:11:24 GMT', -1, -1, -1, -1, -1]",1,"['http://health.rutgers.edu', 'http://health.rutgers.edu/education/medical-information/']",1
Rutgers University Newark,http://health.newark.rutgers.edu,2,"['http://health.newark.rutgers.edu/news/more-effective-contraception-than-pills-or-condoms', 'http://health.newark.rutgers.edu/news']",2859,70.99,6.68,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.564,0.287,"[-1, -1]",1,"['http://health.newark.rutgers.edu', 'http://health.newark.rutgers.edu/news']",1
Stockton University,https://stockton.edu/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The College of New Jersey,https://health.tcnj.edu,1,['https://health.tcnj.edu/cost/'],640,73.03,5.88,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.043,0.66,0.15,[-1],1,"['https://health.tcnj.edu', 'https://health.tcnj.edu/cost/']",1
William Paterson University of New Jersey,https://www.wpunj.edu/health-wellness,5,"['https://www.wpunj.edu/health-wellness/health-services/Athletic%20physical%20Form%202017.pdf?language_id=1f', 'https://www.wpunj.edu/health-wellness/resources/', 'https://www.wpunj.edu/health-wellness/health/', 'https://www.wpunj.edu/health-wellness/cost-and-services/']",31976,69.75,7.53,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.543,0.22,"['Thu, 10 Oct 2019 19:51:00 +0000', 'Thu, 25 May 2017 18:26:41 +0000', -1, -1, -1]",0,['https://www.wpunj.edu/health-wellness'],1
Eastern New Mexico University Main Campus,https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services,1,['https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services/health-resources'],4172,64.23,6.89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.661,0.126,"['Sun, 16 Aug 2020 06:01:09 GMT']",-1,[],1
New Mexico Highlands University,https://www.nmhu.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Institute of Mining and Technology,https://www.nmt.edu/studenthealth,1,['https://www.nmt.edu/studenthealth/faq.php'],1162,93.22,2.79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.702,0.207,[-1],1,"['https://www.nmt.edu/studenthealth', 'https://www.nmt.edu/studenthealth/faq.php']",1
University of New Mexico Main Campus,http://shac.unm.edu,12,"['https://shac.unm.edu/services/sexual-reproductive-health/contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/index.html', 'https://shac.unm.edu/coronavirus.html', 'https://shac.unm.edu/services/sexual-reproductive-health/emergency-contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/breast-concerns-brca.html', 'https://shac.unm.edu/services/sexual-reproductive-health/hiv-prevention.html', 'https://shac.unm.edu/services/sexual-reproductive-health/cervical-cancer-screening.html', 'https://shac.unm.edu/services/sexual-reproductive-health/hormone-therapy.html', 'https://shac.unm.edu/services/sexual-reproductive-health/pregnancy-counseling.html', 'https://shac.unm.edu/confidentiality.html']",5290,2.7,20.36,32,5,5,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,4,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.055,0.547,0.229,"['Sun, 16 Aug 2020 04:45:17 GMT', 'Sun, 16 Aug 2020 04:45:12 GMT', 'Sun, 16 Aug 2020 04:47:58 GMT', 'Sun, 16 Aug 2020 04:47:10 GMT', 'Sun, 16 Aug 2020 04:45:15 GMT', 'Sun, 16 Aug 2020 04:47:52 GMT', 'Sun, 16 Aug 2020 04:45:09 GMT', 'Sun, 16 Aug 2020 04:45:11 GMT', 'Sun, 16 Aug 2020 04:45:14 GMT', 'Sun, 16 Aug 2020 04:45:07 GMT', 'Sun, 16 Aug 2020 04:45:10 GMT', 'Sun, 16 Aug 2020 04:43:21 GMT']",1,"['http://shac.unm.edu', 'http://shac.unm.edu/services/sexual-reproductive-health/contraception.html']",1
New Mexico State University Main Campus,https://wellness.nmsu.edu,3,"['https://wellness.nmsu.edu/reproductive-sexual-health/', 'http://wellness.nmsu.edu/files/2014/06/Healthy-Aggie-101-Prezi.pdf']",411,64.95,7.02,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,0.626,0.104,"[-1, -1, -1]",1,"['https://wellness.nmsu.edu', 'https://wellness.nmsu.edu/reproductive-sexual-health/']",1
Northern New Mexico College,https://nnmc.edu/home/student-gateway/campus-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western New Mexico University,https://health.wnmu.edu/?lang=en#gsc.tab=0,2,"['https://health.wnmu.edu/medical/services/', 'https://health.wnmu.edu/medical/']",1317,-66.7,27.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.689,0.153,"[-1, -1]",-1,[],1
CUNY Bernard M Baruch College,https://studentaffairs.baruch.cuny.edu/health,5,"['https://studentaffairs.baruch.cuny.edu/health/faq/', 'https://studentaffairs.baruch.cuny.edu/health/topics/hiv/', 'https://studentaffairs.baruch.cuny.edu/health/topics/heart/', 'https://studentaffairs.baruch.cuny.edu/health/topics/std/', 'https://studentaffairs.baruch.cuny.edu/health/topics/smoking/']",8886,81.07,5.5,47,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,2,6,14,0,0,0,0,0,4,0.044,0.536,0.188,"[-1, -1, -1, -1, -1]",1,"['https://studentaffairs.baruch.cuny.edu/health', 'https://studentaffairs.baruch.cuny.edu/health/faq/']",1
CUNY Brooklyn College,http://www.brooklyn.cuny.edu/web/about/offices/studentaffairs/health-wellness/healthclinic.php?utm_source=Website&utm_medium=StudentAffairs&utm_campaign=HealthClinicRedirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Staten Island CUNY,https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services,3,"['https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services_detail', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/resources-0']",2459,72.77,5.5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.7,0.106,"['Sun, 16 Aug 2020 02:40:45 GMT', 'Sun, 16 Aug 2020 06:06:49 GMT', 'Sun, 16 Aug 2020 06:06:49 GMT']",1,"['https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services']",1
CUNY City College,https://www.ccny.cuny.edu/shs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Graduate School and University Center,https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services,3,"['https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services/Frequently-Asked-Questions', 'https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services/Healthcare-Resources/Prescription-Medication', 'https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services/Health-and-Wellness-Topics']",5882,69.69,6.77,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.025,0.617,0.118,"[-1, -1, -1]",1,"['https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services', 'https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services/Frequently-Asked-Questions']",1
CUNY Hunter College,http://www.hunter.cuny.edu/cws/healthservices/welcome-to-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY John Jay College of Criminal Justice,https://www.jjay.cuny.edu/wellness-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Lehman College,https://www.lehman.edu/student-health-center,5,"['https://www.lehman.edu/student-health-center/women-health-services.php', 'https://www.lehman.edu/student-health-center/faqs.php', 'https://www.lehman.edu/student-health-center/clinical-services-fees.php', 'https://www.lehman.edu/student-health-center/health-info-websites.php']",4160,82.64,4.8,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0.059,0.657,0.096,-1,1,"['https://www.lehman.edu/student-health-center', 'https://www.lehman.edu/student-health-center/women-health-services.php']",1
CUNY Medgar Evers College,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY New York City College of Technology,http://www.citytech.cuny.edu/wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Queens College,https://www.qc.cuny.edu/studentlife/services/health/Pages,2,"['https://www.qc.cuny.edu/StudentLife/services/health/Pages/Services.aspx', 'https://www.qc.cuny.edu/StudentLife/services/health/Pages/Health%20clinics.aspx']",2036,68.37,6.29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.667,0.143,"['Sun, 16 Aug 2020 06:08:49 GMT', 'Sun, 16 Aug 2020 06:08:50 GMT']",-1,[],1
CUNY York College,https://www.york.cuny.edu/student-development/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fashion Institute of Technology,http://www.fitnyc.edu/health-services,3,"['http://www.fitnyc.edu/health-services/services/women.php', 'http://www.fitnyc.edu/health-services/services/index.php', 'http://www.fitnyc.edu/health-services/resources/health-insurance-basics.php']",2989,79.28,5.15,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.023,0.538,0.166,"[-1, -1, -1]",1,"['http://www.fitnyc.edu/health-services', 'http://www.fitnyc.edu/health-services/services/index.php']",1
SUNY College of Technology at Alfred,https://www.alfredstate.edu/student-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Canton,https://www.canton.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Delhi,https://www.delhi.edu/campus-life/health-counseling,1,['https://www.delhi.edu/campus-life/health-counseling/womens-health/index.php'],492,76.84,5.13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.515,0.212,[-1],1,"['https://www.delhi.edu/campus-life/health-counseling', 'https://www.delhi.edu/campus-life/health-counseling/womens-health/index.php']",1
SUNY College of Agriculture and Technology at Cobleskill,https://www.cobleskill.edu/campus-life/wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Farmingdale State College,https://www.farmingdale.edu/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morrisville State College,https://www.morrisville.edu/life-on-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY at Albany,https://www.albany.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Binghamton University,https://www.binghamton.edu/health,5,"['https://www.binghamton.edu/health/services/womens-services.html', 'https://www.binghamton.edu/health/index.html', 'https://www.binghamton.edu/health/about/index.html', 'https://www.binghamton.edu/health/services/health-fee.html', 'https://www.binghamton.edu/health/services/immunizations.html']",1915,47.6,9.64,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.018,0.655,0.138,"[-1, -1, -1, -1, -1]",1,"['https://www.binghamton.edu/health', 'mailto:?subject=Decker%20Student%20Health%20Services%20Center%20%7C%20Binghamton%20University&body=https://www.binghamton.edu/health/index.html']",1
University at Buffalo,https://www.buffalo.edu/studentlife/who-we-are/departments,2,"['https://www.buffalo.edu/studentlife/who-we-are/departments/health.html', 'https://www.buffalo.edu/studentlife/who-we-are/departments/health-promotion.html']",2811,-2.09,28.9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.617,0.155,"[-1, -1]",1,"['https://www.buffalo.edu/studentlife/who-we-are/departments', 'https://www.buffalo.edu/studentlife/who-we-are/departments/health-promotion.html']",1
Stony Brook University,https://www.stonybrook.edu/commcms/studentaffairs/shs,3,['https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php'],329,70.49,5.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.726,0.065,"['Fri, 30 May 2008 15:41:08 GMT', -1, 'Wed, 31 Jul 2013 20:38:42 GMT']",1,"['https://www.stonybrook.edu/commcms/studentaffairs/shs', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php']",1
SUNY College of Environmental Science and Forestry,https://www.esf.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Polytechnic Institute,https://sunypoly.edu/student-life/student-resources,4,"['https://sunypoly.edu/student-life/student-resources/wellness-center/health-promotion', 'https://sunypoly.edu/student-life/student-resources/wellness-center/helpful-links', 'https://sunypoly.edu/student-life/student-resources/wellness-center/medical-services', 'https://sunypoly.edu/student-life/student-resources/wellness-center/faqs']",4842,62.58,7.37,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.62,0.091,"[-1, -1, -1, -1]",2,"['https://sunypoly.edu/student-life/student-resources', 'https://sunypoly.edu/student-life/student-resources/wellness-center', 'https://sunypoly.edu/student-life/student-resources/wellness-center/health-promotion']",1
SUNY College at Brockport,https://www.brockport.edu/life/health_center,1,['https://www.brockport.edu/life/health_center/services'],981,82.55,4.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.68,0.093,[-1],1,"['https://www.brockport.edu/life/health_center', 'https://www.brockport.edu/life/health_center/services']",1
SUNY Buffalo State,https://weigel.buffalostate.edu,1,['https://weigel.buffalostate.edu/womens-health'],589,86.84,4.14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.492,0.262,"['Sun, 16 Aug 2020 01:24:55 GMT']",1,"['https://weigel.buffalostate.edu', 'https://weigel.buffalostate.edu/womens-health']",1
SUNY Cortland,https://www2.cortland.edu/offices/student-health-service,1,['https://www2.cortland.edu/offices/student-health-service/about-us/'],672,62.06,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.599,0.193,[-1],1,"['https://www2.cortland.edu/offices/student-health-service', 'https://www2.cortland.edu/offices/student-health-service/about-us']",1
SUNY at Fredonia,https://www.fredonia.edu/student-life/health-center,1,['https://www.fredonia.edu/student-life/health-center/2010novembersexualhealth'],3772,69.97,7.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.508,0.132,"['Sun, 16 Aug 2020 06:15:04 GMT']",-1,[],1
SUNY College at Geneseo,https://www.geneseo.edu/health,13,"['https://www.geneseo.edu/health/sexual_health', 'https://www.geneseo.edu/health/contraceptive_options', 'https://www.geneseo.edu/health/faq', 'https://www.geneseo.edu/health/first_gyno_exam', 'https://www.geneseo.edu/health/sexual_health_links', 'https://www.geneseo.edu/health/other_sexual_health', 'https://www.geneseo.edu/health/because_its_your_health9', 'https://www.geneseo.edu/health/sexualhealth_college', 'https://www.geneseo.edu/health/hot_topics', 'https://www.geneseo.edu/health/ecp_resources', 'https://www.geneseo.edu/health/sexual-misconduct-medical-crisis-services', 'https://www.geneseo.edu/health/health_services_home', 'https://www.geneseo.edu/health/emergency-info']",24277,67.82,7.95,70,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,2,4,0,0,0,6,5,0,15,0,0,0,0,0,0,0.052,0.554,0.156,"['Sat, 15 Aug 2020 23:59:55 GMT', 'Sat, 15 Aug 2020 22:13:28 GMT', 'Sat, 15 Aug 2020 21:09:47 GMT', 'Sat, 15 Aug 2020 21:58:04 GMT', 'Sat, 15 Aug 2020 23:27:47 GMT', 'Sun, 16 Aug 2020 02:44:11 GMT', 'Sat, 15 Aug 2020 11:47:06 GMT', 'Sat, 15 Aug 2020 19:52:46 GMT', 'Sat, 15 Aug 2020 23:59:11 GMT', 'Sat, 15 Aug 2020 11:47:07 GMT', 'Sat, 15 Aug 2020 11:47:09 GMT', 'Sat, 15 Aug 2020 11:47:08 GMT', 'Sun, 16 Aug 2020 04:27:42 GMT']",1,"['https://www.geneseo.edu/health', 'https://www.geneseo.edu/health/faq']",1
State University of New York at New Paltz,https://www.newpaltz.edu/healthcenter,2,"['https://www.newpaltz.edu/healthcenter/gynecologic-health/', 'https://www.newpaltz.edu/healthcenter/community.html']",1359,67.28,7.7,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.588,0.187,"['Fri, 14 Aug 2020 21:21:13 GMT', 'Fri, 14 Aug 2020 21:20:42 GMT']",1,"['https://www.newpaltz.edu/healthcenter', 'https://www.newpaltz.edu/healthcenter/community.html']",1
SUNY Oneonta,https://suny.oneonta.edu/health-wellness-center,5,"['https://suny.oneonta.edu/health-wellness-center/services-and-fees', 'https://suny.oneonta.edu/health-wellness-center/services-and-fees/medications', 'https://suny.oneonta.edu/health-wellness-center/services-and-fees/fees-expenses-and-insurance', 'https://suny.oneonta.edu/health-wellness-center/student-rights-responsibilities', 'https://suny.oneonta.edu/health-wellness-center/resources/when-seek-medical-attention']",9908,58.32,9.16,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0.04,0.69,0.032,"['Sun, 16 Aug 2020 06:16:21 GMT', 'Sun, 16 Aug 2020 06:16:21 GMT', 'Sun, 16 Aug 2020 06:16:22 GMT', 'Sun, 16 Aug 2020 06:16:23 GMT', 'Sun, 16 Aug 2020 06:16:24 GMT']",1,"['https://suny.oneonta.edu/health-wellness-center', 'https://suny.oneonta.edu/health-wellness-center/student-rights-responsibilities']",1
SUNY College at Oswego,https://www.oswego.edu/walker-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Potsdam,https://www.potsdam.edu/studentlife/wellness/healthservices,3,"['https://www.potsdam.edu/studentlife/wellness/healthservices/services', 'https://www.potsdam.edu/studentlife/wellness/healthservices/health-educationresources', 'https://www.potsdam.edu/studentlife/wellness/healthservices/services/pharmacy-fee']",1879,71.23,6.21,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.586,0.15,"['Sun, 16 Aug 2020 05:11:03 GMT', 'Sun, 16 Aug 2020 06:16:41 GMT', 'Sun, 16 Aug 2020 06:16:42 GMT']",1,"['https://www.potsdam.edu/studentlife/wellness/healthservices', 'https://www.potsdam.edu/studentlife/wellness/healthservices/services']",1
SUNY at Purchase College,https://www.purchase.edu/offices/health-services,1,['https://www.purchase.edu/offices/health-services/available-services/'],562,68.48,6.97,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.028,0.529,0.182,"['Sun, 16 Aug 2020 02:47:37 GMT']",1,"['https://www.purchase.edu/offices/health-services', 'https://www.purchase.edu/offices/health-services/available-services/']",1
SUNY College at Old Westbury,https://www.oldwestbury.edu/life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Plattsburgh,https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Empire State College,https://www.esc.edu/student-affairs/student-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Maritime College,https://www.sunymaritime.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Appalachian State University,https://healthservices.appstate.edu,13,"['https://healthservices.appstate.edu/index.php?module=pagesmith&id=114', 'https://healthservices.appstate.edu/womenshealth', 'https://healthservices.appstate.edu/pagesmith/163', 'https://healthservices.appstate.edu/pagesmith/167', 'https://healthservices.appstate.edu/index.php?module=pagesmith&id=113', 'https://healthservices.appstate.edu/health-service-fees', 'https://healthservices.appstate.edu/pagesmith/137', 'https://healthservices.appstate.edu/pagesmith/228', 'https://healthservices.appstate.edu/index.php?module=pagesmith&id=117', 'http://healthservices.appstate.edu/files/filecabinet/folder14/Depo_Provera_Student_Information_Sheet.pdf']",4821,71.37,7,53,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,1,1,0,0,8,0,0,0,0,1,0,0,0,0.066,0.602,0.09,"[-1, -1, -1, -1, -1, 'Fri, 05 Jun 2015 20:16:10 GMT', -1, -1, -1, -1, -1, 'Wed, 09 Dec 2015 16:05:51 GMT', -1]",1,"['https://healthservices.appstate.edu', 'https://healthservices.appstate.edu/pagesmith/228']",1
East Carolina University,https://studenthealth.ecu.edu,7,"['https://studenthealth.ecu.edu/reproductive/', 'https://studenthealth.ecu.edu/pharmacy/', 'https://studenthealth.ecu.edu/general-medical/', 'https://studenthealth.ecu.edu/faqs/']",11724,65.57,8.57,48,10,4,0,0,0,2,0,2,0,0,0,0,2,0,3,0,0,0,9,8,0,2,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0.068,0.569,0.171,-1,-1,[],1
Elizabeth City State University,http://www.ecsu.edu/current-students/student-affairs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fayetteville State University,https://www.uncfsu.edu/faculty-and-staff/divisions-departments-and-offices/division-of-student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina A & T State University,https://www.ncat.edu/campus-life/student-affairs/departments/health-services,3,"['https://www.ncat.edu/campus-life/student-affairs/departments/health-services/pharmacy/index.php', 'https://www.ncat.edu/campus-life/student-affairs/departments/health-services/pharmacy/pharmacy-faqs.php', 'https://www.ncat.edu/campus-life/student-affairs/departments/health-services/health-services-resources.php']",1514,84.12,4.73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.687,-0.059,"[-1, -1, -1]",1,"['https://www.ncat.edu/campus-life/student-affairs/departments/health-services', 'https://www.ncat.edu/campus-life/student-affairs/departments/health-services/pharmacy/index.php']",1
University of North Carolina at Asheville,https://healthandcounseling.unca.edu,3,"['https://healthandcounseling.unca.edu/health-services/contraception/', 'https://healthandcounseling.unca.edu/health-services/medical-services-we-can-provide/', 'https://healthandcounseling.unca.edu/health-services/over-the-counter-medicine/']",1209,25,14.97,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.055,0.674,0.064,"[-1, -1, -1]",1,"['https://healthandcounseling.unca.edu', 'https://healthandcounseling.unca.edu/health-services/medical-services-we-can-provide/']",1
