University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,hormonal_iud_coverage,copper_iud_coverage,contraceptive_implant_coverage,contraceptive_injection_coverage,hormonal_iud_keyword_count,copper_iud_keyword_count,contraceptive_implant_keyword_count,contraceptive_injection_keyword_count,prevalence_metric,coverage_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Louisiana State University Alexandria,https://www.lsua.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Louisiana State University and Agricultural & Mechanical College,https://lsu.edu/shc,3,['https://www.lsu.edu/shc/about/cost-common-services.php'],461,77,4.74,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.016,0.55,-0.167,"['Mon, 23 Oct 2017 14:00:49 GMT', -1, 'Thu, 19 Apr 2018 21:25:19 GMT']",2,"['https://lsu.edu/shc', 'https://lsu.edu/shc/wellness/street-squad.php', 'https://lsu.edu/shc/wellness/streetsquad-jobdescription-jan2020.docx']",1
Louisiana State University Shreveport,https://www.lsuhs.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Louisiana Tech University,https://guiceblog.latech.edu/2016/11/28/a-paige-from-our-student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
McNeese State University,https://www.mcneese.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Orleans,https://www.uno.edu/campus-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nicholls State University,https://www.nicholls.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Monroe,https://www.ulm.edu/healthclinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northwestern State University of Louisiana,https://www.nsula.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeastern Louisiana University,https://www.southeastern.edu/admin/health_ctr,3,['http://www.southeastern.edu/admin/health_ctr/available_services/index.html'],552,74.97,5.63,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.033,0.621,-0.005,"['Thu, 02 Aug 2012 12:41:27 GMT', -1, 'Tue, 28 May 2019 17:58:08 GMT']",1,"['https://www.southeastern.edu/admin/health_ctr', 'https://www.southeastern.edu/admin/health_ctr/available_services/index.html']",1
Southern University and A & M College,https://www.subr.edu/page/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southern University at New Orleans,http://www.suno.edu/page/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Lafayette,https://studenthealth.louisiana.edu,1,['https://studenthealth.louisiana.edu/node/45'],805,62.55,8.26,0,0,1,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.056,0.687,0.102,"['Mon, 17 Aug 2020 07:24:39 GMT']",2,"['https://studenthealth.louisiana.edu', 'https://studenthealth.louisiana.edu/content/services-available/womens-health', 'https://studenthealth.louisiana.edu/node/45']",1
University of Maine at Farmington,http://www2.umf.maine.edu/studenthealth,2,"['http://www2.umf.maine.edu/studenthealth/emergency-contraception/', 'http://www2.umf.maine.edu/studenthealth/health-care-services/']",991,79.94,4.73,1,0,0,1,1,0,0,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.043,0.602,-0.05,"[-1, -1]",1,"['http://www2.umf.maine.edu/studenthealth', 'http://www2.umf.maine.edu/studenthealth/health-care-services/']",1
University of Maine at Fort Kent,https://www.umfk.edu/wellness/clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine at Machias,https://machias.edu/campus-life/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine,https://umaine.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Maine Maritime Academy,https://mainemaritime.edu/student-life/health-and-counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine at Presque Isle,https://www.umpi.edu/offices/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Southern Maine,https://usm.maine.edu/uhcs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Baltimore,https://www.ubalt.edu/campus-life/recreation-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bowie State University,https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Coppin State University,https://www.coppin.edu/chc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Frostburg State University,https://www.frostburg.edu/brady-health,3,"['https://www.frostburg.edu/brady-health/family.php', 'https://www.frostburg.edu/brady-health/Services/womens-healthbirth-control.php']",1175,69.06,7.39,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047,0.655,0.052,"['Tue, 25 Jul 2017 11:17:21 GMT', -1, -1]",1,"['https://www.frostburg.edu/brady-health', 'https://www.frostburg.edu/brady-health/Services/womens-healthbirth-control.php']",1
University of Maryland University College,https://health.umd.edu,2,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'https://health.umd.edu/home/covid-19-uhc-operations']",3399,74.12,7.8,0,0,1,1,0,0,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.031,0.567,0.236,"[-1, 'Fri, 14 Aug 2020 17:12:42 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Baltimore County,https://www.umaryland.edu/studenthealth/student-health-center,1,['https://www.umaryland.edu/studenthealth/student-health-center/'],1598,66.24,6.9,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012,0.511,0.265,[-1],0,['https://www.umaryland.edu/studenthealth/student-health-center'],1
University of Maryland College Park,https://health.umd.edu,2,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'https://health.umd.edu/home/covid-19-uhc-operations']",3399,74.12,7.8,0,0,1,1,0,0,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.031,0.567,0.236,"[-1, 'Fri, 14 Aug 2020 17:12:42 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Eastern Shore,https://www.umes.edu/StudentHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morgan State University,https://www.morgan.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Salisbury University,https://www.salisbury.edu/administration/student-affairs/student-health-services,6,"['https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/hormonal-injection.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/birth-control-pill.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/fees.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/patch.aspx']",3615,79.27,4.87,1,0,0,1,3,0,0,7,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.039,0.679,0.056,"[-1, -1, -1, -1, -1, 'Sat, 08 Aug 2020 01:34:41 GMT']",1,"['https://www.salisbury.edu/administration/student-affairs/student-health-services', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/fees.aspx']",1
St Mary's College of Maryland,https://www.smcm.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Towson University,https://www.towson.edu/healthcenter,3,"['https://www.towson.edu/healthcenter/health-education/sexual-health.html', 'https://www.towson.edu/healthcenter/services.html']",4655,79.42,5.27,0,1,0,1,0,1,0,2,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.052,0.658,0.098,"[-1, 'Fri, 28 Jun 2019 15:41:46 GMT', -1]",1,"['https://www.towson.edu/healthcenter', 'https://www.towson.edu/healthcenter/services.html']",1
Bridgewater State University,https://www.bridgew.edu/student-life/wellness-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fitchburg State University,https://www.fitchburgstate.edu/offices-services-directory/health-services,1,['https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/'],2764,78.72,5.29,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018,0.583,0.222,"['Mon, 17 Aug 2020 07:30:19 GMT']",1,"['https://www.fitchburgstate.edu/offices-services-directory/health-services', 'https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/']",1
Framingham State University,https://www.framingham.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Lowell,https://www.uml.edu/student-services/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Amherst,https://www.umass.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Boston,https://www.umb.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Massachusetts Maritime Academy,https://www.maritime.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Massachusetts College of Liberal Arts,http://www.mcla.edu/Student_Life/wellness/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Salem State University,https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services,1,['https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services/sexual-health-services'],2182,63.16,9.24,1,0,1,1,1,0,1,6,8,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.038,0.639,0.157,"['Mon, 17 Aug 2020 07:31:12 GMT']",1,"['https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services', 'https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services/sexual-health-services']",1
University of Massachusetts Dartmouth,https://www.umassd.edu/studentaffairs/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Westfield State University,http://www.westfield.ma.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Worcester State University,https://www.worcester.edu/Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Central Michigan University,https://www.cmich.edu/lifeatCMU/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Michigan University,https://www.emich.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ferris State University,https://www.ferris.edu/htmls/studentlife/hcenter,1,['https://www.ferris.edu/HTMLS/studentlife/HCenter/services/contraceptive.htm'],403,75.35,4.97,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.108,0.655,0.177,[-1],-1,[],1
Grand Valley State University,https://www.gvsu.edu/campushealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lake Superior State University,https://www.lssu.edu/health-care-center,1,['https://www.lssu.edu/health-care-center/services/'],969,68.99,6.2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.028,0.733,0.167,[-1],1,"['https://www.lssu.edu/health-care-center', 'https://www.lssu.edu/health-care-center/services/']",1
University of Michigan Ann Arbor,https://uhs.umich.edu,14,"['https://uhs.umich.edu/contraception-iud', 'https://uhs.umich.edu/contraception-cost', 'https://uhs.umich.edu/contraception', 'https://uhs.umich.edu/files/uhs/Nexplanon-Implant.pdf', 'https://uhs.umich.edu/contraception-implant', 'https://uhs.umich.edu/contraception-pill', 'https://uhs.umich.edu/contraception-how-to-choose', 'https://www.uhs.umich.edu/articles/popular/1?items_per_page=5&page=4', 'https://uhs.umich.edu/articles?items_per_page=10&page=2', 'https://uhs.umich.edu/contraception-shot', 'https://uhs.umich.edu/files/uhs/UM_NCHA_2010_Web.pdf']",7853,82.88,5.12,1,1,1,1,35,15,1,9,60,3,70,0,6,3,13,2,9,2,0,0,0,15,0,1,0,0,0,8,0.137,0.533,0.183,"[-1, -1, -1, 'Wed, 05 Feb 2020 14:37:30 GMT', 'Wed, 05 Feb 2020 14:37:46 GMT', -1, -1, -1, -1, -1, -1, 'Thu, 25 Apr 2013 16:55:05 GMT', 'Thu, 25 Apr 2013 16:53:20 GMT', 'Wed, 08 Jul 2015 16:54:00 GMT']",2,"['https://uhs.umich.edu', 'https://uhs.umich.edu/healthtopics-a-z', 'https://uhs.umich.edu/contraception']",1
Michigan State University,https://olin.msu.edu,5,"['https://olin.msu.edu/_assets/pdfs/services/contra_choices_sp.pdf', 'https://olin.msu.edu/services/womens-health.html', 'https://olin.msu.edu/healthpromo/sexualwellness/hiv.htm']",5212,54.34,10.17,1,1,1,1,2,1,1,2,6,3,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0.038,0.564,0.08,"['Mon, 10 Aug 2020 06:53:25 GMT', 'Mon, 10 Aug 2020 06:53:25 GMT', 'Mon, 10 Aug 2020 06:53:14 GMT', 'Mon, 10 Aug 2020 06:53:25 GMT', -1]",0,['https://olin.msu.edu'],1
Michigan Technological University,https://www.mtu.edu/deanofstudents/students/services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Michigan Dearborn,https://umdearborn.edu/campus-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Michigan Flint,https://www.umflint.edu/dsa/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern Michigan University,https://www.nmu.edu/healthcenter,3,"['https://www.nmu.edu/healthcenter/allergy-shots-and-immunizations', 'https://www.nmu.edu/healthcenter/pharmformpractice']",2823,77.09,4.93,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.018,0.796,-0.087,"['Fri, 31 Mar 2017 14:52:35 GMT', -1, -1]",1,"['https://www.nmu.edu/healthcenter', 'https://www.nmu.edu/healthcenter/allergy-shots-and-immunizations']",1
Oakland University,https://oakland.edu/ghc,1,['https://oakland.edu/ghc/health/'],1792,48.75,9.77,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.015,0.751,0.032,"['Wed, 12 Aug 2020 15:16:51 GMT']",1,"['https://oakland.edu/ghc', 'https://oakland.edu/ghc/health/index']",1
Saginaw Valley State University,https://www.svsu.edu/universityhealthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wayne State University,https://health.wayne.edu,6,"['http://health.wayne.edu/birth-control/', 'http://health.wayne.edu/sp_faq/whats-effective-birth-control/', 'https://health.wayne.edu/faq/']",9321,76.04,6.1,1,0,1,1,2,0,1,2,5,2,19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.142,0.493,0.24,"[-1, 'Wed, 24 Apr 2019 13:55:05 GMT', -1, 'Wed, 20 May 2020 15:51:13 GMT', 'Sat, 04 Feb 2017 17:13:30 GMT', -1]",1,"['https://health.wayne.edu', 'https://health.wayne.edu/faq/']",1
Western Michigan University,https://wmich.edu/healthcenter,2,"['https://wmich.edu/healthcenter/clinic/services/contraception', 'https://wmich.edu/healthcenter/clinic/services']",1003,51.35,10.3,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.034,0.594,0.206,"[-1, -1]",2,"['https://wmich.edu/healthcenter', 'https://wmich.edu/healthcenter/clinic/covid-19', 'https://wmich.edu/healthcenter/clinic/services']",1
Bemidji State University,https://www.bemidjistate.edu/services/health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minnesota State University Mankato,http://www.mnsu.edu/shs,12,"['https://www.mnsu.edu/shs/womenservices.html', 'https://www.mnsu.edu/shs/forms.html', 'https://www.mnsu.edu/shs/bacterialvaginosis.html', 'https://www.mnsu.edu/shs/healtheducation/archive/winter_2003.pdf', 'http://www.mnsu.edu/shs/news/ncha_2004.pdf', 'https://www.mnsu.edu/shs/news/ncha_spring_2006_minnesota_state_university_mankato_es_data_report.pdf', 'https://www.mnsu.edu/shs/healtheducation/healthpro/hpprogs.html']",2356,72.95,6.62,0,0,1,1,0,0,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.029,0.541,0.154,"[-1, 'Wed, 12 Aug 2020 19:09:59 GMT', 'Wed, 04 Nov 2015 17:44:09 GMT', 'Tue, 02 Jan 2018 20:12:14 GMT', 'Thu, 15 Nov 2007 19:18:17 GMT', 'Mon, 15 Nov 2004 20:43:55 GMT', 'Thu, 18 Nov 2004 22:38:54 GMT', 'Thu, 10 Dec 2009 22:18:25 GMT', 'Mon, 18 Apr 2011 15:34:09 GMT', 'Thu, 10 Dec 2009 22:16:41 GMT', 'Wed, 11 Sep 2019 13:51:12 GMT', 'Thu, 10 Dec 2009 22:14:16 GMT']",1,"['http://www.mnsu.edu/shs', 'http://www.mnsu.edu/shs/forms.html']",1
Metropolitan State University,https://www.msudenver.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Twin Cities,https://twin-cities.umn.edu/health-medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Crookston,https://www.crk.umn.edu/units/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Duluth,https://www.d.umn.edu/health-services,3,"['https://www.d.umn.edu/health-services/medical-services/services-provided/sexual-health', 'https://www.d.umn.edu/health-services/appointments/patient-billing-information', 'https://www.d.umn.edu/health-services/medical-services']",2616,55.62,10.23,1,0,1,1,1,0,1,4,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.068,0.536,0.232,"['Sun, 16 Aug 2020 17:07:03 GMT', 'Sun, 16 Aug 2020 14:02:08 GMT', 'Sun, 16 Aug 2020 18:53:35 GMT']",1,"['https://www.d.umn.edu/health-services', 'https://www.d.umn.edu/health-services/appointments/patient-billing-information']",1
University of Minnesota Morris,https://students.morris.umn.edu/health-and-wellness/health-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minnesota State University Moorhead,https://www2.mnstate.edu/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Saint Cloud State University,https://www.stcloudstate.edu/medicalclinic,5,"['https://www.stcloudstate.edu/medicalclinic/medical-clinic/default.aspx', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2006-ACHA-NCHA-executive-summary.pdf', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2008-ACHA-NCHA-executive-summary.pdf']",494,74.45,4.68,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0.787,0.12,"[-1, 'Mon, 18 May 2020 20:57:11 GMT', 'Wed, 19 Jun 2019 21:23:56 GMT', 'Wed, 19 Jun 2019 21:23:56 GMT', 'Wed, 19 Jun 2019 21:23:56 GMT']",1,"['https://www.stcloudstate.edu/medicalclinic', 'https://www.stcloudstate.edu/medicalclinic/medical-clinic/default.aspx']",1
Southwest Minnesota State University,https://www.smsu.edu/campuslife/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winona State University,https://www.winona.edu/healthservices,1,['https://www.winona.edu/healthservices/clinicservices.asp'],1380,59.71,7.76,1,1,1,0,2,1,1,0,4,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.07,0.563,0.284,[-1],1,"['https://www.winona.edu/healthservices', 'https://www.winona.edu/healthservices/clinicservices.asp']",1
Alcorn State University,https://www.alcorn.edu/academics/student-affairs/health-and-disability-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Delta State University,http://www.deltastate.edu/student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Jackson State University,https://www.jsums.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Mississippi,https://healthcenter.olemiss.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi University for Women,https://www.muw.edu/centers/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi Valley State University,https://www.mvsu.edu/campus-facilities-services/main-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi State University,https://www.healthcenter.msstate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Southern Mississippi,https://www.usm.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Central Missouri,https://www.ucmo.edu/offices/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Harris Stowe State University,http://go.hssu.edu/rsp_content.cfm?wid=74&pid=1905&CFID=6282041&CFTOKEN=1cfb559d8292f9fc-5274A4D3-E1C6-55ED-3D657C6259D99D7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lincoln University of Missouri,https://bluetigerportal.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Missouri Southern State University,https://www.mssu.edu/student-affairs/willcoxon-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Missouri Western State University,https://www.missouriwestern.edu/student-services/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Columbia,https://studenthealth.missouri.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Kansas City,https://www.umkc.edu/studenthealth,2,['https://www.umkc.edu/studenthealth/services-and-info/womens-health.html'],821,58.94,9.13,0,0,1,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.023,0.322,0.492,"['Wed, 12 Aug 2020 21:10:00 GMT', 'Wed, 12 Aug 2020 21:10:13 GMT']",2,"['https://www.umkc.edu/studenthealth', 'https://www.umkc.edu/studenthealth/services-and-info/index.html', 'https://www.umkc.edu/studenthealth/services-and-info/womens-health.html']",1
Missouri University of Science and Technology,https://studenthealth.mst.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri St Louis,http://www.umsl.edu/hcdas/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Truman State University,https://studenthealth.truman.edu,2,['https://studenthealth.truman.edu/health-services/physician-services/'],177,59.81,7.42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.556,-0.069,"[-1, 'Fri, 24 Oct 2014 16:54:22 GMT']",1,"['https://studenthealth.truman.edu', 'https://studenthealth.truman.edu/health-services/physician-services/']",1
Northwest Missouri State University,https://www.nwmissouri.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeast Missouri State University,https://semo.edu/healthclinic,1,['https://semo.edu/healthclinic/services/women.html'],1149,60.21,7.47,1,0,0,1,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033,0.647,0.148,[-1],1,"['https://semo.edu/healthclinic', 'https://semo.edu/healthclinic/services/women.html']",1
Missouri State University Springfield,https://health.missouristate.edu,3,"['https://health.missouristate.edu/treatment.htm', 'https://health.missouristate.edu/students/resources.htm']",3983,63.99,7.45,0,0,0,1,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.027,0.682,0.132,"['Wed, 05 Dec 2018 20:16:28 GMT', 'Thu, 06 Aug 2020 04:47:53 GMT', 'Sun, 16 Aug 2020 04:45:55 GMT']",1,"['https://health.missouristate.edu', 'https://health.missouristate.edu/treatment.htm']",1
Montana State University Billings,https://www.msubillings.edu/studenthealth,1,['https://www.msubillings.edu/studenthealth/wellness/shealth.htm'],627,75.62,5.57,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,0.388,0.265,[-1],2,"['https://www.msubillings.edu/studenthealth', 'https://www.msubillings.edu/studenthealth/wellness/index.htm', 'https://www.msubillings.edu/studenthealth/wellness/shealth.htm']",1
Montana Tech of the University of Montana,https://www.mtech.edu/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montana State University,https://www.montana.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Montana,http://www.umt.edu/curry-health-center,3,"['https://www.umt.edu/curry-health-center/medical/Womens-Health.php', 'https://www.umt.edu/curry-health-center/medical/Walk%20In%20Care%20and%20Appointments/default.php']",1091,79.6,5.37,0,0,1,1,0,0,3,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.049,0.536,0.267,"[-1, 'Thu, 16 May 2019 18:52:21 GMT', -1]",2,"['http://www.umt.edu/curry-health-center', 'http://www.umt.edu/curry-health-center/medical/default.php', 'http://www.umt.edu/curry-health-center/medical/Womens-Health.php']",1
The University of Montana Western,https://w.umwestern.edu/info/student-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chadron State College,https://www.csc.edu/healthserv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Kearney,https://www.unk.edu/offices/counseling_healthcare/health-care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Omaha,https://www.unomaha.edu/student-life/wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
