University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD ,Progesterone IUD ,Progestin ,Hormonal IUD ,Mirena ,Skyla ,Kyleena ,Liletta ,Copper IUD ,Non-Hormonal IUD ,Nonhormonal IUD ,Paragard ,Contraceptive implant ,Nexplanon ,Contraceptive injection ,Control shot ,Depo-Provera ,Depo ,emergency contraception ,emergency contraceptives ,morning after pill ,Plan B ,levonorgestrel ,ella ,ulipristal acetate ,contraceptive pill ,control pill ,diaphragm ,spermicide ,contraceptive patch ,control patch ,vaginal ring ,control ring ,contraceptive ring ,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Pennsylvania State University Penn State DuBois,https://dubois.psu.edu/news?sort=newest&type=image&page=104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Fayette  Eberly,https://fayette.psu.edu/campus-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Hazleton,https://hazleton.psu.edu/news?page=9&sort=newest&type=all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Main Campus,https://studentaffairs.psu.edu/health,18,"['https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/womens-health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/mini-pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/depo-provera', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/nuvaring', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/x-rayultrasound', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/lgbtq-health', 'https://studentaffairs.psu.edu/health-wellness/victim-survivor-support-advocacy/sexual-assault-medical-services', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/upper-digestive-disorders', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/urinary-tract-infections', 'https://studentaffairs.psu.edu/health-wellness/pharmacy', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/pertussis', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-exams/sexual-health/free-condoms', 'https://studentaffairs.psu.edu/health-wellness/healthy-living/sexual-health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/colposcopy', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-services-commonwealth-campuses', 'https://studentaffairs.psu.edu/health-wellness/healthy-living/free-student-wellness-services']",17856,71.52,6.78,169,40,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,3,0,5,0,6,6,0,5,0,0,1,0,0,0,8,2,0,0,1,0,33,25,0.095,0.558,0.133,-1,1,"['https://studentaffairs.psu.edu/health', 'https://studentaffairs.psu.edu/health-wellness/pharmacy']",1
Pennsylvania State University Penn State Greater Allegheny,https://greaterallegheny.psu.edu/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Mont Alto,https://montalto.psu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Abington,https://www.abington.psu.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Schuylkill,https://schuylkill.psu.edu/campus-life/health-services,1,['https://schuylkill.psu.edu/campus-life/health-services/services-0'],577,54.82,9.12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.024,0.52,0.064,"['Sat, 15 Aug 2020 01:48:42 GMT']",1,"['https://schuylkill.psu.edu/campus-life/health-services', 'https://schuylkill.psu.edu/campus-life/health-services/services-0']",1
Pennsylvania State University Penn State York,https://york.psu.edu,11,"['http://olli.york.psu.edu/wp-content/uploads/sites/28812/2016/02/olli-york-spring-2016-catalog.pdf', 'http://www2.york.psu.edu/~jmj3/bo_jr94.htm', 'http://www2.york.psu.edu/~jmj3/sna_woo2.htm', 'http://www2.york.psu.edu/~jmj3/bo_jr93.htm', 'http://pullocenter.york.psu.edu/images/uploads/files/Rider_-2016-2017.pdf', 'http://www2.york.psu.edu/~mph13/Syphilis.ppt']",34915,-106.58,80.46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.006,0.575,0.108,"['Wed, 10 Sep 2014 13:09:56 GMT', 'Thu, 14 Jul 2016 09:17:17 GMT', 'Wed, 10 Sep 2014 13:04:46 GMT', 'Wed, 10 Sep 2014 13:05:04 GMT', 'Wed, 10 Sep 2014 13:04:46 GMT', 'Wed, 10 Sep 2014 13:11:33 GMT', 'Tue, 10 Sep 2019 21:16:19 GMT', 'Mon, 29 Aug 2016 18:57:59 GMT', 'Tue, 29 Sep 2015 17:00:35 GMT', 'Wed, 10 Sep 2014 13:11:32 GMT', 'Mon, 07 Jan 2019 19:20:24 GMT']",0,['https://york.psu.edu'],1
University of Pittsburgh Bradford,https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services,1,['https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services/self-care-center'],222,69.46,6.37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.003,0.625,0.119,[-1],1,"['https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services', 'https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services/self-care-center']",1
University of Pittsburgh Greensburg,https://www.greensburg.pitt.edu/student-resources/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Johnstown,https://www.johnstown.pitt.edu/health-and-counseling-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Pittsburgh Campus,https://www.studentaffairs.pitt.edu/shs,7,"['https://www.studentaffairs.pitt.edu/shs/medical/womens/', 'https://www.studentaffairs.pitt.edu/shs/telemedicine-services-offered/', 'https://www.studentaffairs.pitt.edu/shs/education/alcohol/', 'https://www.studentaffairs.pitt.edu/shs/medical/mens/', 'https://www.studentaffairs.pitt.edu/shs/lgbtqia/trans/', 'https://www.studentaffairs.pitt.edu/shs/immunization/ongoing-healthcare/', 'https://www.studentaffairs.pitt.edu/shs/online-portal-services/op-schedule-appointment/']",11928,60.77,7.77,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.479,0.208,"[-1, -1, -1, -1, -1, -1, -1]",2,"['https://www.studentaffairs.pitt.edu/shs', 'https://www.studentaffairs.pitt.edu/shs/health-alerts/', 'https://www.studentaffairs.pitt.edu/shs/telemedicine-services-offered/']",1
Shippensburg University of Pennsylvania,https://www.ship.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Slippery Rock University of Pennsylvania,https://www.sru.edu/offices/student-health-services,4,"['https://www.sru.edu/offices/student-health-services/sexual-health-services', 'https://www.sru.edu/offices/student-health-services/health-forms-and-resources', 'https://www.sru.edu/offices/student-health-services', 'https://www.sru.edu/offices/student-health-services/health-promotion']",4507,70.57,6.57,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0.057,0.512,0.23,"[-1, -1, -1, -1]",0,['https://www.sru.edu/offices/student-health-services'],1
Temple University,https://www.temple.edu/studenthealth,14,"['https://www.temple.edu/studenthealth/Gynecology_Birth_Control.html', 'http://www.temple.edu/studenthealth/Gynecology.html', 'http://www.temple.edu/studenthealth/Family_Planning_FAQs.html', 'https://www.temple.edu/studenthealth/Gynecology_Emergency_Contraception.html', 'https://www.temple.edu/studenthealth/Gynecology_Confidentiality.html', 'https://www.temple.edu/studenthealth/Appointments_Future.html', 'https://www.temple.edu/studenthealth/Gynecology_Pregnancy_Testing.html', 'https://www.temple.edu/studenthealth/TeleHealth.html', 'https://www.temple.edu/studenthealth/Gynecology_Examinations.html', 'https://www.temple.edu/studenthealth/Gynecology_Test_Results.html', 'https://www.temple.edu/studenthealth/Gynecology_Sexual_Assault.html', 'https://www.temple.edu/studenthealth/Family_Planning_Services_Program.html', 'https://www.temple.edu/studenthealth/Sexually_Transmited_Disease_Testing.html', 'https://www.temple.edu/studenthealth/Gynecology_Gardasil.html']",6562,67.35,7.4,65,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,9,0.058,0.554,0.176,"['Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:10:53 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:10:31 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT']",1,"['https://www.temple.edu/studenthealth', 'https://www.temple.edu/studenthealth/TeleHealth.html']",1
West Chester University of Pennsylvania,https://www.wcupa.edu/_services/studentHealthServices,6,"['https://www.wcupa.edu/_services/studentHealthServices/contraception.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/services.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/faq.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/ZikaVirus.aspx']",3700,76.98,5.31,30,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,2,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,3,2,0.087,0.603,0.159,"[-1, -1, -1, 'Tue, 09 Jul 2019 12:46:16 GMT', -1, -1]",1,"['https://www.wcupa.edu/_services/studentHealthServices', 'https://www.wcupa.edu/_services/studentHealthServices/faq.aspx']",1
Rhode Island College,http://www.ric.edu/healthservices/Pages,1,['http://www.ric.edu/healthservices/Pages/Available-Services.aspx'],1175,60.37,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.015,0.611,0.171,"['Sat, 15 Aug 2020 12:55:29 GMT']",-1,[],1
University of Rhode Island,https://web.uri.edu/healthservices,2,"['https://web.uri.edu/healthservices/about/diversity-and-inclusion/', 'https://web.uri.edu/healthservices/medical-care/lgbtq-health/']",1001,58.87,9.73,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.022,0.465,0.176,"[-1, -1]",2,"['https://web.uri.edu/healthservices', 'https://web.uri.edu/healthservices/medical-care/', 'https://web.uri.edu/healthservices/medical-care/lgbtq-health/']",1
College of Charleston,https://studenthealth.cofc.edu,20,"['https://studenthealth.cofc.edu/services/birth-control.php', 'https://studenthealth.cofc.edu/sexual-health/gynecologic-care.php', 'https://studenthealth.cofc.edu/sexual-health/index.php', 'https://studenthealth.cofc.edu/services/index.php', 'https://studenthealth.cofc.edu/services/injuries.php', 'https://studenthealth.cofc.edu/services/illness.php', 'https://studenthealth.cofc.edu/services/eye-problems.php', 'https://studenthealth.cofc.edu/services/tuberculin-skin-test.php', 'https://studenthealth.cofc.edu/services/asthma.php', 'https://studenthealth.cofc.edu/emergencies/index.php', 'https://studenthealth.cofc.edu/sexual-assault/index.php', 'https://studenthealth.cofc.edu/sexual-health/free-condoms.php', 'https://studenthealth.cofc.edu/sexual-health/genital-warts.php', 'https://studenthealth.cofc.edu/sexual-health/bacterial-vaginosis.php', 'https://studenthealth.cofc.edu/sexual-health/mucopurulent-cervicitis-mpc.php', 'https://studenthealth.cofc.edu/sexual-health/gonorrhea.php', 'https://studenthealth.cofc.edu/sexual-health/trich.php', 'https://studenthealth.cofc.edu/sexual-health/pelvic-inflammatory-disease-pid.php', 'https://studenthealth.cofc.edu/sexual-health/chlamydia.php?print=1']",19714,59.72,8.57,105,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,7,0,0,0,0,32,26,0.047,0.521,0.172,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://studenthealth.cofc.edu', 'https://studenthealth.cofc.edu/services/index.php']",1
Clemson University,https://www.clemson.edu/campus-life/student-health,5,"['https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html', 'https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/pharmacy.html', 'http://www.clemson.edu/campus-life/student-health/zika.html', 'https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/immunizations-and-allergy-injections.html']",6439,68.17,8.34,44,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,6,5,0.062,0.544,0.166,"[-1, 'Wed, 22 Jul 2020 03:24:14 GMT', -1, -1, -1]",1,"['https://www.clemson.edu/campus-life/student-health', 'https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/pharmacy.html']",1
Francis Marion University,https://www.fmarion.edu/studentservices,1,['https://www.fmarion.edu/studentservices/'],7257,68.66,7.09,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03,0.569,0.11,[-1],0,['https://www.fmarion.edu/studentservices'],1
Lander University,https://www.lander.edu/student-life/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Aiken,https://www.usca.edu/student-health-center,1,['https://www.usca.edu/student-health-center/services/sexual-health-services'],676,67.85,7.87,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.039,0.275,0.32,"['Sat, 15 Aug 2020 13:00:15 GMT']",1,"['https://www.usca.edu/student-health-center', 'https://www.usca.edu/student-health-center/services/sexual-health-services']",1
University of South Carolina Columbia,https://sc.edu/about/offices_and_divisions/student_health_services,17,"['https://www.sc.edu/about/offices_and_divisions/student_health_services/medical-services/womens-health/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/sexual-health/index.php', 'https://www.sc.edu/about/offices_and_divisions/student_health_services/documents/socialmediaguide.pdf', 'https://www.sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/sexual-health/recordplayerposter6.pdf', 'https://sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/sexual-health/recordplayerposter1.pdf', 'https://web.qa.sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/wellness-presentations/index.php', 'https://www.sc.edu/about/offices_and_divisions/student_health_services/pharmacy/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/documents/generational-differences_communication-with-the-college-students.pdf', 'https://www.sc.edu/about/offices_and_divisions/student_health_services/insurance-payments/understanding-health-insurance/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/insurance-payments/student-health-fee/index.php']",7541,76.57,5.18,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0.042,0.532,0.155,"[-1, -1, 'Wed, 27 May 2020 13:41:46 GMT', 'Wed, 27 May 2020 13:41:53 GMT', 'Wed, 27 May 2020 13:41:12 GMT', 'Wed, 27 May 2020 13:41:09 GMT', 'Wed, 27 May 2020 13:41:24 GMT', 'Wed, 27 May 2020 13:41:18 GMT', 'Wed, 27 May 2020 13:41:10 GMT', -1, -1, 'Wed, 27 May 2020 13:39:00 GMT', 'Wed, 27 May 2020 13:38:13 GMT', 'Wed, 27 May 2020 13:39:51 GMT', -1, -1, 'Wed, 17 Jun 2020 22:33:01 GMT']",1,"['https://sc.edu/about/offices_and_divisions/student_health_services', 'https://sc.edu/about/offices_and_divisions/student_health_services/insurance-payments/student-health-fee/index.php']",1
Coastal Carolina University,https://www.coastal.edu/health,1,['https://www.coastal.edu/health/services/womenshealth/'],654,72.64,6.44,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0.064,0.559,0.084,[-1],2,"['https://www.coastal.edu/health', 'https://www.coastal.edu/health/services/', 'https://www.coastal.edu/health/services/womenshealth/']",1
South Carolina State University,https://www.scsu.edu/studentaffairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Upstate,https://www.uscupstate.edu/campus-life/health-and-safety/health-services,1,['https://www.uscupstate.edu/campus-life/health-and-safety/health-services/appointments/'],673,80.65,4.59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.631,0.217,[-1],1,"['https://www.uscupstate.edu/campus-life/health-and-safety/health-services', 'https://www.uscupstate.edu/campus-life/health-and-safety/health-services/appointments/']",1
Winthrop University,https://www.winthrop.edu/hcs,7,"['https://www.winthrop.edu/hcs/mens-and-womens-health.aspx', 'https://www.winthrop.edu/hcs/well-woman-exam-class.aspx', 'https://www.winthrop.edu/hcs/cs-off-campus-resources.aspx', 'https://www.winthrop.edu/hcs/cs-faculty-staff-referral-how-to.aspx', 'https://www.winthrop.edu/hcs/sexually-transmitted-infections-stis.aspx', 'https://www.winthrop.edu/hcs/cs-dont-cancel-that-class.aspx', 'https://www.winthrop.edu/hcs/contraception-information.aspx']",7712,54.54,8.53,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0.039,0.621,0.105,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://www.winthrop.edu/hcs', 'https://www.winthrop.edu/hcs/mens-and-womens-health.aspx']",1
Black Hills State University,https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services,1,['https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services'],1328,65.21,7.58,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.025,0.561,0.086,[-1],0,['https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services'],1
Dakota State University,https://dsu.edu/student-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern State University,https://www.northern.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
South Dakota State University,https://www.sdstate.edu/student-health-clinic-and-counseling-services/student-health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Dakota,https://www.usd.edu/student-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Austin Peay State University,https://www.apsu.edu/health-and-counseling/boyd-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Tennessee State University,https://www.etsu.edu/nursing/universityhealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Memphis,https://www.memphis.edu/health,5,"['https://www.memphis.edu/health/familyplanning.php', 'https://www.memphis.edu/health/pdfs/ts_november_2015.pdf', 'https://www.memphis.edu/health/pdfs/february_2015.pdf']",694,70.52,5.93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.567,0.1,"[-1, 'Wed, 18 Mar 2020 21:46:02 GMT', 'Wed, 18 Mar 2020 21:46:04 GMT', 'Wed, 18 Mar 2020 21:46:14 GMT', 'Wed, 18 Mar 2020 21:46:08 GMT']",1,"['https://www.memphis.edu/health', 'https://www.memphis.edu/health/familyplanning.php']",1
Middle Tennessee State University,https://www.mtsu.edu/healthservices,9,"['https://www.mtsu.edu/healthservices/women/birth-control.php', 'https://www.mtsu.edu/healthservices/women/index.php', 'https://www.mtsu.edu/healthservices/women/exam.php', 'https://www.mtsu.edu/healthservices/outpatient.php', 'http://www.mtsu.edu/healthservices/PDFs/2011-2012_Fee_Schedule.pdf', 'https://www.mtsu.edu/healthservices/std.php', 'https://www.mtsu.edu/healthservices/faq.php']",4421,83.59,4.25,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,14,1,5,4,0.035,0.568,0.171,"[-1, -1, -1, 'Wed, 29 Aug 2018 20:07:41 GMT', -1, 'Mon, 22 Apr 2019 12:37:06 GMT', -1, -1, -1]",1,"['https://www.mtsu.edu/healthservices', 'https://www.mtsu.edu/healthservices/outpatient.php']",1
The University of Tennessee Chattanooga,https://www.utc.edu/university-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Knoxville,https://studenthealth.utk.edu,2,"['https://studenthealth.utk.edu/clinics-services-staff/womens-health-clinic/', 'https://studenthealth.utk.edu/clinics-services-staff/medical-staff/anita-blatnik-apn/']",1095,63.31,8.35,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.029,0.587,0.146,"[-1, -1]",-1,[],1
The University of Tennessee Martin,https://www.utm.edu/departments/shcs,9,"['https://www.utm.edu/departments/shcs/studenthealth.php', 'https://www.utm.edu/departments/shcs/cdc/pid.php', 'http://www.utm.edu/departments/shcs/healthinfo.php', 'https://www.utm.edu/departments/shcs/cdc/hpv.php', 'https://www.utm.edu/departments/shcs/cdc/bactv.php', 'https://www.utm.edu/departments/shcs/cdc/syphilis.php', 'https://www.utm.edu/departments/shcs/cdc/herpes.php', 'https://www.utm.edu/departments/shcs/cdc/chlamydia.php']",5068,49.87,11.68,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.043,0.57,0.237,"[-1, -1, -1, 'Thu, 03 Jan 2019 16:05:59 GMT', -1, -1, -1, -1, -1]",1,"['https://www.utm.edu/departments/shcs', 'https://www.utm.edu/departments/shcs/studenthealth.php']",1
Tennessee State University,http://www.tnstate.edu/campus_life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tennessee Technological University,https://www.tntech.edu/healthservices,3,"['https://www.tntech.edu/healthservices/faqs.php', 'https://www.tntech.edu/healthservices/services.php']",1764,73.88,5.13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0.033,0.679,0.113,"[-1, 'Wed, 25 Mar 2020 20:08:10 GMT', -1]",1,"['https://www.tntech.edu/healthservices', 'https://www.tntech.edu/healthservices/services.php']",1
Angelo State University,https://www.angelo.edu/services/health_clinic_counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Corpus Christi,https://healthcenter.tamucc.edu,1,['https://healthcenter.tamucc.edu/Health%20Center%20Services/womens-services.html'],302,46,10.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.596,0.292,"['Fri, 14 Aug 2020 20:22:27 GMT']",2,"['https://healthcenter.tamucc.edu', 'https://healthcenter.tamucc.edu/Health%20Center%20Services/index.html', 'https://healthcenter.tamucc.edu/Health%20Center%20Services/womens-services.html']",1
Texas A&M University Texarkana,https://tamut.edu/Campus-Life/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Commerce,http://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Clear Lake,https://www.uhcl.edu/student-affairs/health-wellness/health-services,2,"['https://www.uhcl.edu/student-affairs/health-wellness/health-services/', 'https://www.uhcl.edu/student-affairs/health-wellness/health-services/services']",2093,66.33,6.62,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02,0.692,0.108,"[-1, -1]",0,['https://www.uhcl.edu/student-affairs/health-wellness/health-services'],1
University of Houston Downtown,https://www.uhd.edu/student-life/health/Pages,3,"['https://www.uhd.edu/student-life/health/Pages/health-students.aspx', 'https://www.uhd.edu/student-life/health/Pages/default.aspx', 'https://www.uhd.edu/student-life/health/Pages/resources.aspx']",2960,71.51,10.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.596,-0.205,"[-1, -1, -1]",-1,[],1
University of Houston Victoria,https://www.uhv.edu/counseling/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
