University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD ,Progesterone IUD ,Progestin ,Hormonal IUD ,Mirena ,Skyla ,Kyleena ,Liletta ,Copper IUD ,Non-Hormonal IUD ,Nonhormonal IUD ,Paragard ,Contraceptive implant ,Nexplanon ,Contraceptive injection ,Control shot ,Depo-Provera ,Depo ,emergency contraception ,emergency contraceptives ,morning after pill ,Plan B ,levonorgestrel ,ella ,ulipristal acetate ,contraceptive pill ,control pill ,diaphragm ,spermicide ,contraceptive patch ,control patch ,vaginal ring ,control ring ,contraceptive ring ,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Western Michigan University,https://wmich.edu/healthcenter,5,"['https://wmich.edu/healthcenter/clinic/services/contraception', 'https://wmich.edu/healthcenter/clinic/services', 'https://wmich.edu/healthcenter/clinic/services/exams', 'https://wmich.edu/healthcenter/about/insurance/filing', 'https://wmich.edu/healthcenter/clinic/services/immunizations']",2873,51.47,10.17,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,2,2,0.06,0.675,0.159,"[-1, -1, -1, -1, -1]",2,"['https://wmich.edu/healthcenter', 'https://wmich.edu/healthcenter/clinic', 'https://wmich.edu/healthcenter/clinic/services/immunizations']",1
Bemidji State University,https://www.bemidjistate.edu/services/health-counseling,5,"['https://www.bemidjistate.edu/services/health-counseling/health-services/family-planning/', 'https://www.bemidjistate.edu/services/health-counseling/health-services/services-provided/', 'https://www.bemidjistate.edu/services/health-counseling/', 'https://www.bemidjistate.edu/services/health-counseling/insurance/', 'https://www.bemidjistate.edu/services/health-counseling/faqs/']",4279,65.54,7.59,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0.044,0.617,0.195,"[-1, -1, -1, -1, -1]",0,['https://www.bemidjistate.edu/services/health-counseling'],1
Minnesota State University Mankato,http://www.mnsu.edu/shs,22,"['https://www.mnsu.edu/shs/womenservices.html', 'https://www.mnsu.edu/shs/clinic/free4u.html', 'https://www.mnsu.edu/shs/bacterialvaginosis.html', 'https://www.mnsu.edu/shs/healtheducation/healthpro/hpprogs.html', 'https://www.mnsu.edu/shs/appointments.html', 'http://www.mnsu.edu/shs/news/ncha-ii_web_spring_2010_minnesota_state_university_mankato_es_data_report.pdf', 'https://www.mnsu.edu/shs/partnership/ncha/ncha-ii_web_spring_2012_minnesota_state_university_mankato_executive_summary_data_report.pdf', 'https://www.mnsu.edu/shs/forms.html', 'https://www.mnsu.edu/shs/news/ncha_spring_2006_minnesota_state_university_mankato_es_data_report.pdf', 'http://www.mnsu.edu/shs/news/ncha_2004.pdf', 'https://www.mnsu.edu/shs/condomconnection.html', 'http://www.mnsu.edu/shs/healtheducation/', 'https://www.mnsu.edu/shs/hpvgenitalwarts.html', 'https://www.mnsu.edu/shs/relaxationstation.html', 'https://www.mnsu.edu/shs/cuisanction.html', 'https://www.mnsu.edu/shs/utisanction.html']",6810,69.54,6.68,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,15,6,0.034,0.538,0.218,"[-1, 'Fri, 04 Sep 2015 20:57:52 GMT', 'Tue, 02 Jan 2018 20:12:14 GMT', 'Wed, 11 Sep 2019 13:51:12 GMT', 'Wed, 08 Apr 2020 18:58:37 GMT', 'Tue, 24 Jun 2014 14:17:12 GMT', 'Fri, 15 Apr 2011 19:40:31 GMT', 'Fri, 15 Apr 2011 19:38:46 GMT', 'Thu, 28 Apr 2016 16:14:09 GMT', 'Thu, 02 May 2019 14:21:46 GMT', 'Fri, 23 Aug 2019 21:02:02 GMT', 'Thu, 10 Dec 2009 22:14:16 GMT', 'Thu, 10 Dec 2009 22:16:41 GMT', 'Thu, 10 Dec 2009 22:15:16 GMT', 'Thu, 10 Dec 2009 22:18:25 GMT', -1, 'Wed, 11 Sep 2019 13:42:02 GMT', -1, 'Tue, 21 Mar 2017 19:14:47 GMT', 'Fri, 06 Jan 2017 17:24:32 GMT', -1, -1]",1,"['http://www.mnsu.edu/shs', 'http://www.mnsu.edu/shs/healtheducation/']",1
Metropolitan State University,https://www.msudenver.edu/healthcenter,3,"['https://www.msudenver.edu/healthcenter/medicalservices/', 'https://www.msudenver.edu/healthcenter/medicalservices/freeclinicalservices/', 'https://www.msudenver.edu/healthcenter/healthinsurance/healthinsurance101/']",3246,65.11,7.97,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0.027,0.687,0.111,"['Tue, 25 Feb 2020 02:09:07 GMT', 'Tue, 25 Feb 2020 01:53:22 GMT', 'Tue, 25 Feb 2020 02:34:25 GMT']",1,"['https://www.msudenver.edu/healthcenter', 'https://www.msudenver.edu/healthcenter/medicalservices/']",1
University of Minnesota Twin Cities,https://twin-cities.umn.edu/health-medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Crookston,https://www.crk.umn.edu/units/health-services,1,['https://www.crk.umn.edu/units/health-services'],2014,77.9,7.36,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.024,0.739,0.136,"['Thu, 16 Jul 2020 21:36:54 GMT']",0,['https://www.crk.umn.edu/units/health-services'],1
University of Minnesota Duluth,https://www.d.umn.edu/health-services,6,"['https://www.d.umn.edu/health-services/medical-services/services-provided/sexual-health', 'https://www.d.umn.edu/health-services/medical-services/medications-and-refills', 'https://www.d.umn.edu/health-services/medical-services/common-illnesses', 'https://www.d.umn.edu/health-services/medical-services', 'https://www.d.umn.edu/health-services/appointments/patient-billing-information', 'https://www.d.umn.edu/health-services/medical-services/services-provided/sexually-transmitted-infections']",4767,61.23,8.82,65,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,16,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,6,0.119,0.523,0.188,"['Thu, 16 Jul 2020 19:36:10 GMT', 'Thu, 16 Jul 2020 19:36:10 GMT', 'Thu, 16 Jul 2020 04:54:36 GMT', 'Thu, 16 Jul 2020 00:33:29 GMT', 'Thu, 16 Jul 2020 02:00:28 GMT', 'Thu, 16 Jul 2020 19:36:13 GMT']",1,"['https://www.d.umn.edu/health-services', 'https://www.d.umn.edu/health-services/medical-services/medications-and-refills']",1
University of Minnesota Morris,https://students.morris.umn.edu/health-and-wellness/health-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minnesota State University Moorhead,https://www.mnstate.edu/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Saint Cloud State University,https://www.stcloudstate.edu/medicalclinic,8,"['https://www.stcloudstate.edu/medicalclinic/medical-clinic/sexual-health.aspx', 'https://www.stcloudstate.edu/medicalclinic/insurance/default.aspx', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2004-ACHA-NCHA-executive-summary.pdf', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2007-ACHA-NCHA-executive-summary.pdf', 'https://www.stcloudstate.edu/medicalclinic/medical-clinic/default.aspx']",2702,84.33,4.37,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.031,0.637,0.169,"[-1, -1, 'Mon, 18 May 2020 20:57:11 GMT', 'Mon, 18 May 2020 20:57:11 GMT', 'Wed, 19 Jun 2019 21:23:56 GMT', 'Wed, 19 Jun 2019 21:23:56 GMT', 'Mon, 18 May 2020 20:57:11 GMT', -1]",1,"['https://www.stcloudstate.edu/medicalclinic', 'https://www.stcloudstate.edu/medicalclinic/medical-clinic/default.aspx']",1
Southwest Minnesota State University,https://www.smsu.edu/campuslife/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winona State University,https://www.winona.edu/healthservices,3,"['https://www.winona.edu/healthservices/clinicservices.asp', 'https://www.winona.edu/healthservices/askanurse.asp']",1811,71.65,5.86,16,4,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.102,0.513,0.164,"[-1, -1, 'Tue, 28 Feb 2017 20:51:20 GMT']",1,"['https://www.winona.edu/healthservices', 'https://www.winona.edu/healthservices/askanurse.asp']",1
Alcorn State University,https://www.alcorn.edu/academics/student-affairs/health-and-disability-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Delta State University,http://www.deltastate.edu/student-affairs/student-health-services,1,['http://www.deltastate.edu/student-affairs/student-health-services/frequently-asked-questions/'],581,69.23,6.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.927,0,[-1],1,"['http://www.deltastate.edu/student-affairs/student-health-services', 'http://www.deltastate.edu/student-affairs/student-health-services/frequently-asked-questions/']",1
Jackson State University,https://www.jsums.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Mississippi,https://healthcenter.olemiss.edu,2,"['https://healthcenter.olemiss.edu/employee-health-service/', 'https://healthcenter.olemiss.edu/services-2/']",4675,72.09,7.29,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,3,3,0.028,0.536,0.108,"[-1, -1]",1,"['https://healthcenter.olemiss.edu', 'https://healthcenter.olemiss.edu/employee-health-service/']",1
Mississippi University for Women,https://www.muw.edu/centers/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi Valley State University,https://www.mvsu.edu/campus-facilities-services/main-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi State University,https://www.health.msstate.edu/healthcenter,3,"['https://www.health.msstate.edu/healthcenter/pharmacy.php', 'http://www.health.msstate.edu/healthcenter/forms/travelpack2019.pdf']",306,70.89,7.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.577,0.056,"[-1, 'Fri, 20 Feb 2004 18:06:00 GMT', 'Wed, 20 Mar 2019 14:19:42 GMT']",-1,[],1
University of Southern Mississippi,https://www.usm.edu/student-health-services,5,"['https://www.usm.edu/student-health-services/services-we-offer.php', 'https://www.usm.edu/student-health-services/moffitt-documents/16-18_biennial_aod_report_final.pdf', 'https://www.usm.edu/student-health-services/womens_health.php', 'https://www.usm.edu/student-health-services/sexual_health.php']",4045,84.74,4.13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0.031,0.436,0.169,"[-1, 'Mon, 07 Oct 2019 15:38:08 GMT', 'Sat, 24 Aug 2019 01:15:25 GMT', -1, -1]",1,"['https://www.usm.edu/student-health-services', 'https://www.usm.edu/student-health-services/services-we-offer.php']",1
University of Central Missouri,https://www.ucmo.edu/offices/health-center,1,['https://www.ucmo.edu/offices/health-center/services/'],2795,82.63,4.39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.012,0.539,0.214,[-1],1,"['https://www.ucmo.edu/offices/health-center', 'https://www.ucmo.edu/offices/health-center/services/index.php']",1
Harris Stowe State University,http://go.hssu.edu/rsp_content.cfm?wid=74&pid=1905&CFID=5445450&CFTOKEN=d88cfc51c4adc535-523D176C-A3C2-41D1-A1E24ECDA021A568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lincoln University of Missouri,https://www.lincolnu.edu/web/thompkins-health-center,1,['https://www.lincolnu.edu/web/thompkins-health-center/health-updates'],272,61.4,7.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.812,-0.125,[-1],-1,[],1
Missouri Southern State University,https://www.mssu.edu/student-affairs/willcoxon-health-center,1,['https://www.mssu.edu/student-affairs/willcoxon-health-center/frequently-asked-questions.php'],661,70.37,7.52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.012,0.599,0.106,[-1],1,"['https://www.mssu.edu/student-affairs/willcoxon-health-center', 'https://www.mssu.edu/student-affairs/willcoxon-health-center/frequently-asked-questions.php']",1
Missouri Western State University,https://www.missouriwestern.edu/student-services/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Columbia,https://studenthealth.missouri.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Kansas City,https://www.umkc.edu/studenthealth,4,"['https://www.umkc.edu/studenthealth/services-and-info/womens-health.html', 'https://www.umkc.edu/studenthealth/services-and-info/mens-health.html', 'https://www.umkc.edu/studenthealth/docs/taking-care-of-basic-health-needs-07132016-1.pdf']",1315,65.6,7.71,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0.063,0.511,0.168,"['Mon, 08 Jun 2020 16:15:57 GMT', 'Mon, 08 Jun 2020 16:15:58 GMT', 'Thu, 16 Jul 2020 15:29:52 GMT', 'Mon, 08 Jun 2020 16:16:07 GMT']",2,"['https://www.umkc.edu/studenthealth', 'https://www.umkc.edu/studenthealth/appointments/forms.html', 'https://www.umkc.edu/studenthealth/docs/health-history-form-071818.docx']",1
Missouri University of Science and Technology,https://studenthealth.mst.edu,4,"['https://studenthealth.mst.edu/ourservices/wellwomanvisits/', 'https://studenthealth.mst.edu/ourservices/', 'https://studenthealth.mst.edu/ourservices/stitesting/', 'https://studenthealth.mst.edu/aboutshs/frequentlyaskedquestions/']",3192,83.87,4.51,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,1,1,1,0.058,0.638,0.123,"[-1, -1, -1, -1]",1,"['https://studenthealth.mst.edu', 'https://studenthealth.mst.edu/ourservices/']",1
University of Missouri St Louis,http://www.umsl.edu/hcdas/health,8,"['https://www.umsl.edu/hcdas/health/services/sexualhealth.html', 'https://www.umsl.edu/hcdas/health/services/pelvicexams.html', 'https://www.umsl.edu/hcdas/health/appointments/afterhours.html', 'https://www.umsl.edu/hcdas/health/immunizations/index.html', 'https://www.umsl.edu/hcdas/health/services/index.html', 'https://www.umsl.edu/hcdas/health/immunizations/immpolicy.html', 'https://www.umsl.edu/hcdas/health/info/faqs.html', 'https://www.umsl.edu/hcdas/health/appointments/sti.html']",6484,66.97,6.68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.501,0.301,"['Sun, 12 Jul 2020 15:30:23 GMT', 'Sun, 12 Jul 2020 15:30:23 GMT', 'Sun, 12 Jul 2020 15:30:27 GMT', 'Sun, 12 Jul 2020 15:30:22 GMT', 'Sun, 12 Jul 2020 15:30:27 GMT', 'Sun, 12 Jul 2020 15:30:19 GMT', 'Sun, 12 Jul 2020 15:30:11 GMT', 'Sun, 12 Jul 2020 15:30:27 GMT']",1,"['http://www.umsl.edu/hcdas/health', 'http://www.umsl.edu/hcdas/health/immunizations/index.html']",1
Truman State University,https://studenthealth.truman.edu,4,"['https://studenthealth.truman.edu/health-services/physician-services/', 'https://studenthealth.truman.edu/helpful-links/', 'https://studenthealth.truman.edu/forms/medical-history-form/']",8503,93.55,1.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.526,-0.143,"[-1, -1, -1, 'Fri, 24 Oct 2014 16:54:22 GMT']",1,"['https://studenthealth.truman.edu', 'https://studenthealth.truman.edu/helpful-links/']",1
Northwest Missouri State University,https://www.nwmissouri.edu/wellness,4,"['https://www.nwmissouri.edu/wellness/benefits.htm', 'https://www.nwmissouri.edu/wellness/insurance.htm']",1910,67.03,8.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.019,0.636,0.03,"[-1, -1, -1, -1]",1,"['https://www.nwmissouri.edu/wellness', 'https://www.nwmissouri.edu/wellness/benefits.htm']",1
Southeast Missouri State University,https://semo.edu/healthclinic,3,"['https://semo.edu/healthclinic/faq.html', 'https://semo.edu/healthclinic/services/women.html', 'https://semo.edu/healthclinic/students/healthclinic-vs-er.html']",2660,75.64,5.22,18,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,1,1,0.066,0.61,0.115,"[-1, -1, -1]",1,"['https://semo.edu/healthclinic', 'https://semo.edu/healthclinic/services/women.html']",1
Missouri State University Springfield,https://health.missouristate.edu,5,"['https://health.missouristate.edu/students/resources.htm', 'https://health.missouristate.edu/ask-a-student-wellness-question.htm', 'https://health.missouristate.edu/treatment.htm', 'https://health.missouristate.edu/services/HPV.htm']",4881,68.47,6.67,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0.031,0.523,0.116,"['Wed, 05 Dec 2018 20:16:28 GMT', 'Thu, 16 Jul 2020 06:03:41 GMT', 'Thu, 16 Jul 2020 06:03:41 GMT', 'Thu, 16 Jul 2020 06:03:41 GMT', 'Thu, 16 Jul 2020 06:03:41 GMT']",1,"['https://health.missouristate.edu', 'https://health.missouristate.edu/treatment.htm']",1
Montana State University Billings,https://www.msubillings.edu/studenthealth,3,"['https://www.msubillings.edu/studenthealth/wellness/shealth.htm', 'https://www.msubillings.edu/studenthealth/clinicalservices.htm', 'https://www.msubillings.edu/studenthealth/heroes/tgit.htm']",1237,81,4.68,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.027,0.441,0.164,"[-1, -1, -1]",1,"['https://www.msubillings.edu/studenthealth', 'https://www.msubillings.edu/studenthealth/clinicalservices.htm']",1
Montana Tech of the University of Montana,https://www.mtech.edu/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montana State University,https://www.montana.edu/health,3,"['https://www.montana.edu/health/medicalservices/clinicalservices/appointments.html', 'https://www.montana.edu/health/medicalservices/clinicalservices/LGBTQ.html', 'https://www.montana.edu/health/medicalservices/travelclinic/zika.html']",1489,72.07,6.14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.017,0.504,0.241,"[-1, -1, -1]",2,"['https://www.montana.edu/health', 'https://www.montana.edu/health/medical.html', 'https://www.montana.edu/health/medicalservices/clinicalservices/LGBTQ.html']",1
The University of Montana,http://www.umt.edu/curry-health-center,17,"['https://www.umt.edu/curry-health-center/medical/Womens-Health.php', 'https://www.umt.edu/curry-health-center/medical/Walk%20In%20Care%20and%20Appointments/default.php', 'https://www.umt.edu/curry-health-center/Docs-General/2016%20NCHA%20Correct%20PDF.pdf', 'https://www.umt.edu/curry-health-center/Docs-General/NCHA-II%20WEB%20SPRING%202018%20UM%20EXECUTIVE%20SUMMARY.pdf', 'https://www.umt.edu/curry-health-center/pharmacy/Over-the-Counter.php', 'https://www.umt.edu/curry-health-center/wellness/Condoms.php', 'https://www.umt.edu/curry-health-center/wellness/condoms-request-form/default.php', 'https://www.umt.edu/curry-health-center/wellness/Outreach-Peer_Education.php', 'https://www.umt.edu/curry-health-center/wellness/default.php', 'http://www.umt.edu/curry-health-center/wellness/Stress%20Busting%20Kits.php', 'https://www.umt.edu/curry-health-center/wellness/virtual-resources.php', 'https://www.umt.edu/curry-health-center/wellness/Health%20Coaching.php', 'https://www.umt.edu/curry-health-center/wellness/Wellness-Staff.php?ID=4356', 'https://www.umt.edu/curry-health-center/wellness/Curry%20360.php']",4806,77.48,5.6,39,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,5,0.027,0.591,0.163,"[-1, 'Thu, 16 May 2019 18:52:21 GMT', -1, 'Thu, 16 May 2019 18:52:26 GMT', 'Thu, 16 May 2019 18:52:29 GMT', 'Thu, 16 May 2019 18:52:26 GMT', 'Thu, 16 May 2019 18:52:21 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['http://www.umt.edu/curry-health-center', 'http://www.umt.edu/curry-health-center/wellness/default.php']",1
The University of Montana Western,https://w.umwestern.edu/info/student-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chadron State College,https://www.csc.edu/healthserv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Kearney,https://www.unk.edu/offices/counseling_healthcare/health-care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Omaha,https://www.unomaha.edu/student-life/wellness/health-services,2,['https://www.unomaha.edu/student-life/wellness/health-services/offered.php'],1456,72.36,5.76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.028,0.57,0.159,"['Tue, 16 Jun 2020 18:49:07 GMT', -1]",1,"['https://www.unomaha.edu/student-life/wellness/health-services', 'https://www.unomaha.edu/student-life/wellness/health-services/offered.php']",1
University of Nebraska Lincoln,https://health.unl.edu,15,"['https://health.unl.edu/iud', 'https://health.unl.edu/gynecological-services', 'https://health.unl.edu/nexplanon', 'https://health.unl.edu/services', 'http://health.unl.edu/forms/Confidential%20Medical%20History%20Form%2008-16%20version%202%20copy.pdf', 'https://health.unl.edu/frequently-asked-questions', 'https://health.unl.edu/health-education', 'https://health.unl.edu/freeorfee', 'https://health.unl.edu/pharmacy', 'https://health.unl.edu/power-attorney-form-faq', 'https://health.unl.edu/lgbt', 'https://health.unl.edu/laboratory']",21922,74.91,6.47,62,14,6,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,7,0.065,0.567,0.104,"['Thu, 16 Jul 2020 18:21:08 GMT', 'Thu, 16 Jul 2020 21:39:11 GMT', 'Thu, 16 Jul 2020 21:39:11 GMT', 'Thu, 16 Jul 2020 19:37:02 GMT', 'Wed, 04 Dec 2019 21:47:33 GMT', -1, 'Thu, 16 Jul 2020 21:39:13 GMT', 'Thu, 16 Jul 2020 21:39:14 GMT', 'Thu, 16 Jul 2020 21:07:49 GMT', 'Fri, 26 Apr 2019 20:55:56 GMT', 'Thu, 16 Jul 2020 19:12:10 GMT', 'Thu, 16 Jul 2020 20:33:54 GMT', 'Thu, 16 Jul 2020 21:39:15 GMT', 'Fri, 10 May 2019 20:38:49 GMT', 'Thu, 16 Jul 2020 21:39:16 GMT']",1,"['https://health.unl.edu', 'https://health.unl.edu/womens-health']",1
Peru State College,https://www.peru.edu/healthcenter,1,['https://www.peru.edu/healthcenter/appointments'],1035,80.48,4.9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.026,0.664,0.137,[-1],1,"['https://www.peru.edu/healthcenter', 'https://www.peru.edu/healthcenter/appointments']",1
Wayne State College,https://www.wsc.edu/info/20026/campus_life/80/student_health_office/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nevada Las Vegas,https://www.unlv.edu/studentwellness/health-center,3,"['https://www.unlv.edu/studentwellness/health-center/faqs', 'https://www.unlv.edu/studentwellness/health-center/student-services', 'https://www.unlv.edu/studentwellness/health-center']",4186,66.22,6.79,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.023,0.714,0.093,"['Thu, 16 Jul 2020 19:11:49 GMT', 'Thu, 16 Jul 2020 20:02:55 GMT', 'Thu, 16 Jul 2020 19:46:57 GMT']",0,['https://www.unlv.edu/studentwellness/health-center'],1
University of Nevada Reno,https://med.unr.edu/student-health-center,2,"['https://med.unr.edu/student-health-center/medical-services/reproductive-and-sexual-health', 'https://med.unr.edu/student-health-center/education-and-promotion-program/health-education']",5940,59.09,8.91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3,0.011,0.514,0.195,"[-1, -1]",1,"['https://med.unr.edu/student-health-center', 'https://med.unr.edu/student-health-center/education-and-promotion-program/health-education']",1
