University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo - Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Nicholls State University,https://www.nicholls.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Monroe,https://www.ulm.edu/healthclinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northwestern State University of Louisiana,https://www.nsula.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeastern Louisiana University,https://www.southeastern.edu/admin/health_ctr,6,"['http://www.southeastern.edu/admin/health_ctr/available_services/index.html', 'http://www.southeastern.edu/admin/health_ctr/forms/assets/historyupdated3.pdf', 'https://www.southeastern.edu/admin/health_ctr/forms/assets/healthassessment.pdf']",552,73.99,5.85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.033,0.621,-0.005,"['Thu, 02 Aug 2012 12:41:27 GMT', -1, 'Wed, 06 Nov 2019 17:18:01 GMT', 'Thu, 03 Sep 2020 19:48:51 GMT', 'Tue, 28 May 2019 18:04:22 GMT', 'Tue, 28 May 2019 17:58:08 GMT']",1,"['https://www.southeastern.edu/admin/health_ctr', 'https://www.southeastern.edu/admin/health_ctr/available_services/index.html']",1
Southern University and A & M College,https://www.subr.edu/page/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southern University at New Orleans,http://www.suno.edu/page/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Lafayette,https://studenthealth.louisiana.edu,1,['https://studenthealth.louisiana.edu/node/45'],805,62.78,8.26,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.056,0.687,0.102,"['Thu, 17 Sep 2020 17:51:43 GMT']",2,"['https://studenthealth.louisiana.edu', 'https://studenthealth.louisiana.edu/content/services-available/womens-health', 'https://studenthealth.louisiana.edu/node/45']",1
University of Maine at Farmington,http://www2.umf.maine.edu/studenthealth,2,"['http://www2.umf.maine.edu/studenthealth/emergency-contraception/', 'http://www2.umf.maine.edu/studenthealth/health-care-services/']",991,79.79,4.83,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.042,0.602,-0.05,"[-1, -1]",1,"['http://www2.umf.maine.edu/studenthealth', 'http://www2.umf.maine.edu/studenthealth/health-care-services/']",1
University of Maine at Fort Kent,https://www.umfk.edu/wellness/clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine at Machias,https://machias.edu/campus-life/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine,https://umaine.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Maine Maritime Academy,https://mainemaritime.edu/student-life/health-and-counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine at Presque Isle,https://www.umpi.edu/offices/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Southern Maine,https://usm.maine.edu/uhcs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Baltimore,https://www.umaryland.edu/studenthealth,1,['https://www.umaryland.edu/studenthealth/student-health-center/'],1617,66.24,6.9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012,0.511,0.265,[-1],1,"['https://www.umaryland.edu/studenthealth', 'https://www.umaryland.edu/studenthealth/student-health-center/']",1
Bowie State University,https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Coppin State University,https://www.coppin.edu/chc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Frostburg State University,https://www.frostburg.edu/brady-health,3,"['https://www.frostburg.edu/brady-health/family.php', 'https://www.frostburg.edu/brady-health/Services/womens-healthbirth-control.php']",1175,69.37,7.34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.046,0.655,0.052,"['Tue, 25 Jul 2017 11:17:21 GMT', -1, -1]",1,"['https://www.frostburg.edu/brady-health', 'https://www.frostburg.edu/brady-health/family.php']",1
University of Maryland University College,https://health.umd.edu,2,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'https://health.umd.edu/home/covid-19-uhc-operations']",3558,74.12,7.8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.031,0.567,0.236,"[-1, 'Thu, 17 Sep 2020 17:56:48 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Baltimore County,https://www.umaryland.edu/studenthealth/student-health-center,1,['https://www.umaryland.edu/studenthealth/student-health-center/'],1617,66.24,6.9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012,0.511,0.265,[-1],0,['https://www.umaryland.edu/studenthealth/student-health-center'],1
University of Maryland College Park,https://health.umd.edu,2,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'https://health.umd.edu/home/covid-19-uhc-operations']",3558,74.12,7.8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.031,0.567,0.236,"[-1, 'Thu, 17 Sep 2020 17:56:48 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Eastern Shore,https://www.umes.edu/StudentHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morgan State University,https://www.morgan.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Salisbury University,https://www.salisbury.edu/administration/student-affairs/student-health-services,6,"['https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/hormonal-injection.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/birth-control-pill.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/fees.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/patch.aspx']",3631,79.36,4.81,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.038,0.681,0.043,"[-1, -1, -1, -1, -1, 'Sat, 12 Sep 2020 01:32:25 GMT']",1,"['https://www.salisbury.edu/administration/student-affairs/student-health-services', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/fees.aspx']",1
St Mary's College of Maryland,https://www.smcm.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Towson University,https://www.towson.edu/healthcenter,3,"['https://www.towson.edu/healthcenter/health-education/sexual-health.html', 'https://www.towson.edu/healthcenter/services.html']",4655,79.56,5.29,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.051,0.663,0.091,"[-1, -1, 'Fri, 28 Jun 2019 15:41:46 GMT']",1,"['https://www.towson.edu/healthcenter', 'https://www.towson.edu/healthcenter/services.html']",1
Bridgewater State University,https://www.bridgew.edu/student-life/wellness-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fitchburg State University,https://www.fitchburgstate.edu/offices-services-directory/health-services,1,['https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/'],2763,77.25,5.58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.017,0.583,0.222,"['Thu, 17 Sep 2020 17:58:27 GMT']",1,"['https://www.fitchburgstate.edu/offices-services-directory/health-services', 'https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/']",1
Framingham State University,https://www.framingham.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Lowell,https://www.uml.edu/student-services/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Amherst,https://www.umass.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Massachusetts Boston,https://www.umb.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Massachusetts Maritime Academy,https://www.maritime.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Massachusetts College of Liberal Arts,http://www.mcla.edu/Student_Life/wellness/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Salem State University,https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services,1,['https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services/sexual-health-services'],2195,63.54,9.14,17,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,0.04,0.639,0.157,"['Thu, 17 Sep 2020 17:59:06 GMT']",1,"['https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services', 'https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services/sexual-health-services']",1
University of Massachusetts Dartmouth,https://www.umassd.edu/studentaffairs/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Westfield State University,http://www.westfield.ma.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Worcester State University,https://www.worcester.edu/Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Central Michigan University,https://www.cmich.edu/lifeatCMU/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Michigan University,https://www.emich.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ferris State University,https://www.ferris.edu/HTMLS/studentlife/HCenter,1,['https://www.ferris.edu/HTMLS/studentlife/HCenter/services/contraceptive.htm'],397,74,5.16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.111,0.631,0.205,[-1],1,"['https://www.ferris.edu/HTMLS/studentlife/HCenter', 'https://www.ferris.edu/HTMLS/studentlife/HCenter/services/contraceptive.htm']",1
Grand Valley State University,https://www.gvsu.edu/campushealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lake Superior State University,https://www.lssu.edu/health-care-center,1,['https://www.lssu.edu/health-care-center/services/'],985,68.99,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.028,0.733,0.167,[-1],1,"['https://www.lssu.edu/health-care-center', 'https://www.lssu.edu/health-care-center/services/']",1
University of Michigan Ann Arbor,https://uhs.umich.edu,14,"['https://uhs.umich.edu/contraception-iud', 'https://uhs.umich.edu/contraception-cost', 'https://uhs.umich.edu/contraception', 'https://uhs.umich.edu/contraception-implant', 'https://uhs.umich.edu/contraception-pill', 'https://uhs.umich.edu/articles?items_per_page=5&page=4', 'https://uhs.umich.edu/contraception-how-to-choose', 'https://www.uhs.umich.edu/articles/popular/8?items_per_page=5&page=10', 'https://uhs.umich.edu/contraception-shot', 'https://www.uhs.umich.edu/files/uhs/UM_NCHA_2010_Web.pdf']",7745,82.45,5.22,138,70,0,6,3,13,2,9,2,0,1,0,15,0,3,0,0,5,9,0.13,0.527,0.179,"[-1, -1, -1, 'Wed, 05 Feb 2020 14:37:30 GMT', -1, 'Wed, 05 Feb 2020 14:37:46 GMT', -1, -1, -1, -1, -1, 'Thu, 25 Apr 2013 16:55:05 GMT', -1, 'Wed, 08 Jul 2015 16:54:00 GMT']",2,"['https://uhs.umich.edu', 'https://uhs.umich.edu/sexual-health', 'https://uhs.umich.edu/contraception']",1
Michigan State University,https://olin.msu.edu,5,"['https://olin.msu.edu/_assets/pdfs/services/contra_choices_sp.pdf', 'https://olin.msu.edu/services/womens-health.html', 'https://olin.msu.edu/healthpromo/sexualwellness/hiv.htm']",5331,54.34,10.17,8,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0.038,0.564,0.08,"['Tue, 25 Aug 2020 15:29:42 GMT', 'Tue, 25 Aug 2020 15:29:42 GMT', 'Tue, 25 Aug 2020 15:29:52 GMT', 'Tue, 25 Aug 2020 15:29:42 GMT', -1]",0,['https://olin.msu.edu'],1
Michigan Technological University,https://www.mtu.edu/deanofstudents/students/services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Michigan Dearborn,https://umdearborn.edu/campus-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Michigan Flint,https://www.umflint.edu/dsa/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern Michigan University,https://www.nmu.edu/healthcenter,3,"['https://www.nmu.edu/healthcenter/allergy-shots-and-immunizations', 'https://www.nmu.edu/healthcenter/pharmformpractice']",2823,75.87,5.16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.017,0.818,-0.082,"['Fri, 31 Mar 2017 14:52:35 GMT', -1, -1]",1,"['https://www.nmu.edu/healthcenter', 'https://www.nmu.edu/healthcenter/allergy-shots-and-immunizations']",1
Oakland University,https://oakland.edu/ghc,1,['https://oakland.edu/ghc/health/'],1793,48.75,9.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.015,0.751,0.032,"['Tue, 15 Sep 2020 16:14:58 GMT']",1,"['https://oakland.edu/ghc', 'https://oakland.edu/ghc/health/index']",1
Saginaw Valley State University,https://www.svsu.edu/universityhealthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wayne State University,https://health.wayne.edu,5,"['https://health.wayne.edu/birth-control/', 'https://health.wayne.edu/wp-content/uploads/2020/01/Safe-Sex-Contraception-2019-Final.pptx', 'https://health.wayne.edu/wp-content/uploads/2020/05/Birth-Control-CHC.pdf', 'https://health.wayne.edu/faq/']",21877,76.27,6.17,23,19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.151,0.501,0.232,"[-1, 'Thu, 16 Jan 2020 13:29:26 GMT', 'Wed, 24 Apr 2019 13:55:05 GMT', 'Wed, 20 May 2020 15:51:13 GMT', -1]",1,"['https://health.wayne.edu', 'https://health.wayne.edu/faq/']",1
Western Michigan University,https://wmich.edu/healthcenter,2,"['https://wmich.edu/healthcenter/clinic/services/contraception', 'https://wmich.edu/healthcenter/clinic/services']",1003,49.88,10.79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.03,0.601,0.19,"[-1, -1]",2,"['https://wmich.edu/healthcenter', 'https://wmich.edu/healthcenter/clinic', 'https://wmich.edu/healthcenter/clinic/services']",1
Bemidji State University,https://www.bemidjistate.edu/services/health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minnesota State University Mankato,http://www.mnsu.edu/shs,12,"['https://www.mnsu.edu/shs/womenservices.html', 'https://www.mnsu.edu/shs/forms.html', 'https://www.mnsu.edu/shs/bacterialvaginosis.html', 'https://www.mnsu.edu/shs/healtheducation/archive/winter_2003.pdf', 'http://www.mnsu.edu/shs/news/ncha_2004.pdf', 'https://www.mnsu.edu/shs/news/ncha_spring_2006_minnesota_state_university_mankato_es_data_report.pdf', 'https://www.mnsu.edu/shs/healtheducation/healthpro/hpprogs.html']",2356,72.95,6.62,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.029,0.541,0.154,"[-1, 'Wed, 12 Aug 2020 19:09:59 GMT', 'Wed, 04 Nov 2015 17:44:09 GMT', 'Tue, 02 Jan 2018 20:12:14 GMT', 'Thu, 15 Nov 2007 19:18:17 GMT', 'Mon, 15 Nov 2004 20:43:55 GMT', 'Thu, 18 Nov 2004 22:38:54 GMT', 'Thu, 10 Dec 2009 22:18:25 GMT', 'Mon, 18 Apr 2011 15:34:09 GMT', 'Thu, 10 Dec 2009 22:16:41 GMT', 'Wed, 11 Sep 2019 13:51:12 GMT', 'Thu, 10 Dec 2009 22:14:16 GMT']",1,"['http://www.mnsu.edu/shs', 'http://www.mnsu.edu/shs/forms.html']",1
Metropolitan State University,https://www.msudenver.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Twin Cities,https://boynton.umn.edu,12,"['https://boynton.umn.edu/clinics/womens-health/birth-control', 'https://boynton.umn.edu/node/1421', 'https://boynton.umn.edu/sites/boynton.umn.edu/files/2017-09/2015_CollegeStudent_HealthSurvey_Questionnaire.pdf', 'https://boynton.umn.edu/sites/boynton.umn.edu/files/2017-09/2009_CollegeStudentHealthSurvey_Questionnaire.pdf', 'https://boynton.umn.edu/sites/boynton.umn.edu/files/2017-09/2010_CollegeStudent_HealthSurvey_Questionnaire.pdf', 'https://boynton.umn.edu/sites/boynton.umn.edu/files/2017-09/MN_Postsecondary_tobacco_policies_use_rates_2007-2013.pdf', 'https://boynton.umn.edu/sites/boynton.umn.edu/files/2017-09/MNPostsecondary_CSHSReport_2013.pdf']",1947,75.07,6.38,22,10,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0.065,0.577,0.237,"['Wed, 16 Sep 2020 16:12:02 GMT', 'Wed, 16 Sep 2020 17:38:50 GMT', 'Wed, 15 Aug 2018 13:49:25 GMT', 'Sun, 17 Sep 2017 19:52:29 GMT', 'Wed, 15 Aug 2018 13:39:19 GMT', 'Sun, 17 Sep 2017 19:54:02 GMT', 'Sun, 17 Sep 2017 19:53:21 GMT', 'Sun, 17 Sep 2017 19:53:47 GMT', 'Tue, 19 Sep 2017 00:45:24 GMT', 'Sun, 17 Sep 2017 19:44:42 GMT', 'Tue, 19 Sep 2017 01:07:09 GMT', 'Tue, 19 Sep 2017 00:58:56 GMT']",1,"['https://boynton.umn.edu', 'https://boynton.umn.edu/clinics/womens-health/birth-control']",1
University of Minnesota Crookston,https://www.crk.umn.edu/units/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Minnesota Duluth,https://www.d.umn.edu/health-services,3,"['https://www.d.umn.edu/health-services/medical-services/services-provided/sexual-health', 'https://www.d.umn.edu/health-services/appointments/patient-billing-information', 'https://www.d.umn.edu/health-services/medical-services']",2672,55.71,10.23,10,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.067,0.536,0.232,"['Wed, 16 Sep 2020 20:23:48 GMT', 'Wed, 16 Sep 2020 20:24:47 GMT', 'Wed, 16 Sep 2020 20:11:28 GMT']",1,"['https://www.d.umn.edu/health-services', 'https://www.d.umn.edu/health-services/medical-services/services-provided/sexual-health']",1
University of Minnesota Morris,https://students.morris.umn.edu/health-and-wellness/health-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minnesota State University Moorhead,https://www2.mnstate.edu/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Saint Cloud State University,https://www.stcloudstate.edu/medicalclinic,5,"['https://www.stcloudstate.edu/medicalclinic/medical-clinic/default.aspx', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2006-ACHA-NCHA-executive-summary.pdf', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2008-ACHA-NCHA-executive-summary.pdf']",484,75.65,4.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011,0.754,0.138,"[-1, 'Mon, 18 May 2020 20:57:11 GMT', 'Mon, 18 May 2020 20:57:11 GMT', 'Mon, 18 May 2020 20:57:10 GMT', 'Mon, 18 May 2020 20:57:11 GMT']",1,"['https://www.stcloudstate.edu/medicalclinic', 'https://www.stcloudstate.edu/medicalclinic/medical-clinic/default.aspx']",1
Southwest Minnesota State University,https://www.smsu.edu/campuslife/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winona State University,https://www.winona.edu/healthservices,1,['https://www.winona.edu/healthservices/clinicservices.asp'],1442,59.88,7.61,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.07,0.571,0.306,[-1],1,"['https://www.winona.edu/healthservices', 'https://www.winona.edu/healthservices/clinicservices.asp']",1
Alcorn State University,https://www.alcorn.edu/academics/student-affairs/health-and-disability-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Delta State University,http://www.deltastate.edu/student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Jackson State University,https://www.jsums.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Mississippi,https://healthcenter.olemiss.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi University for Women,https://www.muw.edu/centers/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi Valley State University,https://www.mvsu.edu/campus-facilities-services/main-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi State University,https://www.healthcenter.msstate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Southern Mississippi,https://www.usm.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Central Missouri,https://www.ucmo.edu/offices/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Harris Stowe State University,http://go.hssu.edu/rsp_content.cfm?wid=74&pid=867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lincoln University of Missouri,https://bluetigerportal.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Missouri Southern State University,https://www.mssu.edu/student-affairs/willcoxon-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Missouri Western State University,https://www.missouriwestern.edu/student-services/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Columbia,https://studenthealth.missouri.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Kansas City,https://www.umkc.edu/studenthealth,2,['https://www.umkc.edu/studenthealth/services-and-info/womens-health.html'],821,57.7,9.65,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.02,0.318,0.507,"['Wed, 12 Aug 2020 21:10:00 GMT', 'Wed, 12 Aug 2020 21:10:13 GMT']",2,"['https://www.umkc.edu/studenthealth', 'https://www.umkc.edu/studenthealth/appointments/forms.html', 'https://www.umkc.edu/studenthealth/docs/health-history-form-071818.docx']",1
Missouri University of Science and Technology,https://studenthealth.mst.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri St Louis,http://www.umsl.edu/hcdas/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Truman State University,https://studenthealth.truman.edu,1,['https://studenthealth.truman.edu/health-services/physician-services/'],177,59.81,7.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.556,-0.069,[-1],1,"['https://studenthealth.truman.edu', 'https://studenthealth.truman.edu/health-services/physician-services/']",1
Northwest Missouri State University,https://www.nwmissouri.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeast Missouri State University,https://semo.edu/healthclinic,1,['https://semo.edu/healthclinic/services/women.html'],1149,60.21,7.47,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033,0.647,0.148,[-1],1,"['https://semo.edu/healthclinic', 'https://semo.edu/healthclinic/services/women.html']",1
Missouri State University Springfield,https://health.missouristate.edu,3,"['https://health.missouristate.edu/treatment.htm', 'https://health.missouristate.edu/students/resources.htm']",3983,63,7.66,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.026,0.678,0.134,"['Wed, 05 Dec 2018 20:16:28 GMT', 'Thu, 20 Aug 2020 04:51:38 GMT', 'Thu, 20 Aug 2020 04:51:56 GMT']",1,"['https://health.missouristate.edu', 'https://health.missouristate.edu/treatment.htm']",1
Montana State University Billings,https://www.msubillings.edu/studenthealth,1,['https://www.msubillings.edu/studenthealth/wellness/shealth.htm'],631,75.62,5.57,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,0.388,0.265,[-1],2,"['https://www.msubillings.edu/studenthealth', 'https://www.msubillings.edu/studenthealth/wellness/index.htm', 'https://www.msubillings.edu/studenthealth/wellness/shealth.htm']",1
Montana Tech of the University of Montana,https://www.mtech.edu/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montana State University,https://www.montana.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Montana,http://www.umt.edu/curry-health-center,3,"['https://www.umt.edu/curry-health-center/medical/Womens-Health.php', 'https://www.umt.edu/curry-health-center/medical/Walk%20In%20Care%20and%20Appointments/default.php']",1091,79.6,5.37,6,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.049,0.536,0.267,"[-1, 'Thu, 16 May 2019 18:52:21 GMT', -1]",2,"['http://www.umt.edu/curry-health-center', 'http://www.umt.edu/curry-health-center/wellness/be-well-at-home.php', 'http://www.umt.edu/curry-health-center/Docs-General/2020-be-well-book-links.docx']",1
The University of Montana Western,https://w.umwestern.edu/info/student-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chadron State College,https://www.csc.edu/healthserv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Kearney,https://www.unk.edu/offices/counseling_healthcare/health-care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Omaha,https://www.unomaha.edu/student-life/wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska Lincoln,https://health.unl.edu,6,"['https://health.unl.edu/iud', 'https://health.unl.edu/nexplanon', 'https://health.unl.edu/gynecological-services', 'https://health.unl.edu/freeorfee', 'http://health.unl.edu/forms/Confidential%20Medical%20History%20Form%2008-16%20version%202%20copy.pdf']",5148,75.25,5.77,33,15,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,1,0.082,0.673,0.057,"['Thu, 17 Sep 2020 15:15:04 GMT', 'Thu, 17 Sep 2020 14:17:50 GMT', 'Thu, 17 Sep 2020 09:50:51 GMT', 'Thu, 17 Sep 2020 15:02:27 GMT', 'Wed, 04 Dec 2019 21:47:33 GMT', -1]",1,"['https://health.unl.edu', 'https://health.unl.edu/freeorfee']",1
Peru State College,https://www.peru.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wayne State College,https://www.wsc.edu/info/20020/student_health_and_counseling/80/student_health_services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nevada Las Vegas,https://www.unlv.edu/studentwellness/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nevada Reno,https://med.unr.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Hampshire Main Campus,https://www.unh.edu/health,5,"['https://www.unh.edu/health/pharmacy-radiology-laboratory', 'https://www.unh.edu/health/services/medical-services/sexual-well-being', 'https://www.unh.edu/health/sites/default/files/media/2020-07/wellness-calendar-november-2019.pdf']",2511,60.23,8.26,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.048,0.574,0.159,"[-1, -1, 'Fri, 21 Feb 2020 20:31:42 GMT', 'Sun, 19 Jul 2020 03:10:31 GMT', 'Mon, 13 Jul 2020 17:35:32 GMT']",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/pharmacy-radiology-laboratory']",1
Keene State College,https://www.keene.edu/office/chw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
