University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,Nonhormonal IUD,Paragard,Contraceptive implant,Nexplanon,Contraceptive injection,Control shot,Depo - Provera,Depo,emergency contraception,emergency contraceptives,morning after pill,Plan B,levonorgestrel,ella,ulipristal acetate,contraceptive pill,control pill,diaphragm,spermicide,contraceptive patch,control patch,vaginal ring,control ring,contraceptive ring,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Rutgers University Camden,https://wellnesscenter.camden.rutgers.edu,9,"['https://wellnesscenter.camden.rutgers.edu/hsmedfaq', 'https://wellnesscenter.camden.rutgers.edu/med_gynexam', 'https://wellnesscenter.camden.rutgers.edu/links_b', 'https://wellnesscenter.camden.rutgers.edu/content/coronavirus-resources', 'https://wellnesscenter.camden.rutgers.edu/costs', 'https://wellnesscenter.camden.rutgers.edu/links_e', 'https://wellnesscenter.camden.rutgers.edu/med_women', 'https://wellnesscenter.camden.rutgers.edu/med_description', 'https://wellnesscenter.camden.rutgers.edu/topics_wellness']",9410,50.21,10.7,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,3,2,1,1,0.048,0.568,0.118,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://wellnesscenter.camden.rutgers.edu', 'https://wellnesscenter.camden.rutgers.edu/med_women']",1
Rutgers University New Brunswick,http://health.rutgers.edu,16,"['http://health.rutgers.edu/education/medical-information/birth-control/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/gynecological-exams/', 'http://health.rutgers.edu/education/medical-information/', 'http://health.rutgers.edu/education/medical-information/skin-cancer/', 'http://health.rutgers.edu/education/medical-information/pelvic-exam/', 'http://health.rutgers.edu/education/medical-information/lgbtqa-resources/', 'http://health.rutgers.edu/education/medical-information/syphilis/', 'http://health.rutgers.edu/education/medical-information/hpv/', 'http://health.rutgers.edu/general-resources/pharmacy-resources/', 'http://health.rutgers.edu/general-resources/faqs/', 'http://health.rutgers.edu/education/medical-information/colposcopy/', 'http://health.rutgers.edu/education/medical-information/medicine-cabinet/', 'http://health.rutgers.edu/education/medical-information/trichomoniasis/', 'http://health.rutgers.edu/education/medical-information/chlamydia/']",15428,70.38,7.1,108,19,7,0,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,1,5,0,2,0,0,1,2,10,0,0,0,0,0,2,12,5,0,0,5,0,14,10,0.051,0.544,0.096,"[-1, -1, -1, -1, -1, -1, 'Tue, 20 Aug 2013 15:11:24 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['http://health.rutgers.edu', 'http://health.rutgers.edu/education/medical-information/']",1
Rutgers University Newark,https://studentaffairs.newark.rutgers.edu/health-wellness,1,['https://studentaffairs.newark.rutgers.edu/health-wellness/student-health-services/medical-care'],1721,72.92,7.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.01,0.385,0.244,"['Fri, 18 Sep 2020 13:26:01 GMT']",2,"['https://studentaffairs.newark.rutgers.edu/health-wellness', 'https://studentaffairs.newark.rutgers.edu/health-wellness/student-health-services', 'https://studentaffairs.newark.rutgers.edu/health-wellness/student-health-services/medical-care']",1
Stockton University,https://stockton.edu/wellness-center/health-services,1,['https://stockton.edu/wellness-center/health-services/sharp.html'],292,69.51,5.91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.013,0.646,0.134,[-1],1,"['https://stockton.edu/wellness-center/health-services', 'https://stockton.edu/wellness-center/health-services/sharp.html']",1
The College of New Jersey,https://health.tcnj.edu,1,['https://health.tcnj.edu/cost/'],615,73.03,5.88,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.66,0.15,[-1],1,"['https://health.tcnj.edu', 'https://health.tcnj.edu/cost/']",1
William Paterson University of New Jersey,https://www.wpunj.edu/health-wellness,5,"['https://www.wpunj.edu/health-wellness/health-services/Athletic%20physical%20Form%202017.pdf?language_id=1f', 'https://www.wpunj.edu/health-wellness/resources/', 'https://www.wpunj.edu/health-wellness/health-services/', 'https://www.wpunj.edu/health-wellness/cost-and-services/']",31986,64.75,8.59,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.033,0.504,0.201,"['Thu, 10 Oct 2019 19:51:00 +0000', 'Thu, 25 May 2017 18:26:41 +0000', -1, -1, -1]",0,['https://www.wpunj.edu/health-wellness'],1
Eastern New Mexico University Main Campus,https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services,2,"['https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services/health-resources', 'https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services']",8520,62.6,7.64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.02,0.621,0.149,"['Sat, 19 Sep 2020 00:45:35 GMT', 'Sat, 19 Sep 2020 00:45:38 GMT']",0,['https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services'],1
New Mexico Highlands University,https://www.nmhu.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Institute of Mining and Technology,https://www.nmt.edu/studenthealth,2,"['https://www.nmt.edu/studenthealth/faq.php', 'https://www.nmt.edu/studenthealth/']",1989,86.5,3.65,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.024,0.692,0.104,"[-1, -1]",0,['https://www.nmt.edu/studenthealth'],1
University of New Mexico Main Campus,http://shac.unm.edu,22,"['https://shac.unm.edu/services/sexual-reproductive-health/contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/index.html', 'https://shac.unm.edu/services/pharmacy/index.html', 'https://shac.unm.edu/shac-during-covid.html', 'https://shac.unm.edu/services/sexual-reproductive-health/emergency-contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/hiv-prevention.html', 'https://shac.unm.edu/services/sexual-reproductive-health/breast-concerns-brca.html', 'https://shac.unm.edu/services/sexual-reproductive-health/cervical-cancer-screening.html', 'https://shac.unm.edu/services/sexual-reproductive-health/hormone-therapy.html', 'https://shac.unm.edu/services/sexual-reproductive-health/pregnancy-counseling.html', 'https://shac.unm.edu/international-students.html', 'https://shac.unm.edu/wellness/health-promotion/condom-mint.html', 'https://shac.unm.edu/news/2019/05/condom-mint-celebration-2019.html', 'http://shac.unm.edu/documents/condom-mint-locations.pdf', 'https://shac.unm.edu/news/2019/index.html', 'https://shac.unm.edu/news/2019/05/index.html', 'https://shac.unm.edu/shac-a-z.html', 'https://shac.unm.edu/wellness/health-promotion/index.html', 'https://shac.unm.edu/resources/shac-forms/outreach-request-form.html']",9710,17.31,18.29,113,6,5,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,2,4,7,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,5,4,0,0,1,1,50,15,0.042,0.601,0.153,"['Thu, 20 Aug 2020 21:38:19 GMT', 'Thu, 20 Aug 2020 21:38:25 GMT', 'Thu, 03 Sep 2020 19:36:26 GMT', 'Thu, 20 Aug 2020 21:41:33 GMT', 'Thu, 17 Sep 2020 18:53:02 GMT', 'Thu, 20 Aug 2020 21:38:22 GMT', 'Thu, 20 Aug 2020 21:41:33 GMT', 'Thu, 20 Aug 2020 21:38:24 GMT', 'Thu, 20 Aug 2020 21:38:22 GMT', 'Thu, 20 Aug 2020 21:38:20 GMT', 'Thu, 20 Aug 2020 21:38:27 GMT', 'Thu, 20 Aug 2020 21:38:27 GMT', 'Thu, 20 Aug 2020 21:37:37 GMT', 'Thu, 03 Sep 2020 20:16:00 GMT', 'Sat, 19 Sep 2020 00:16:31 GMT', 'Thu, 20 Aug 2020 21:41:36 GMT', 'Thu, 20 Aug 2020 21:41:31 GMT', 'Sat, 19 Sep 2020 00:16:35 GMT', 'Sat, 19 Sep 2020 00:16:34 GMT', 'Thu, 20 Aug 2020 21:55:43 GMT', 'Thu, 20 Aug 2020 21:41:36 GMT', 'Thu, 20 Aug 2020 21:40:56 GMT']",1,"['http://shac.unm.edu', 'http://shac.unm.edu/news/2019/index.html']",1
New Mexico State University Main Campus,https://wellness.nmsu.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern New Mexico College,https://nnmc.edu/home/student-gateway/campus-life/student-health,1,['https://nnmc.edu/home/student-gateway/campus-life/student-health/'],1427,76.46,5.56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.002,0.533,0.133,[-1],0,['https://nnmc.edu/home/student-gateway/campus-life/student-health'],1
Western New Mexico University,https://health.wnmu.edu/?lang=en#gsc.tab=0,2,"['https://health.wnmu.edu/medical/', 'https://health.wnmu.edu/medical/services/']",1439,-56.69,26.33,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.029,0.641,0.178,"[-1, -1]",-1,[],1
CUNY Bernard M Baruch College,https://studentaffairs.baruch.cuny.edu/health,7,"['https://studentaffairs.baruch.cuny.edu/health/faq/', 'https://studentaffairs.baruch.cuny.edu/health/topics/hiv/', 'https://studentaffairs.baruch.cuny.edu/health/topics/heart/', 'https://studentaffairs.baruch.cuny.edu/health/topics/std/', 'https://studentaffairs.baruch.cuny.edu/health/topics/smoking/', 'https://studentaffairs.baruch.cuny.edu/health/staff/', 'https://studentaffairs.baruch.cuny.edu/health/services/']",9620,82.23,5.26,163,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,1,2,7,18,0,0,0,0,0,5,1,1,0,0,0,0,81,24,0.03,0.528,0.168,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://studentaffairs.baruch.cuny.edu/health', 'https://studentaffairs.baruch.cuny.edu/health/services/']",1
CUNY Brooklyn College,http://www.brooklyn.cuny.edu/web/about/offices/studentaffairs/health-wellness/healthclinic.php?utm_source=Website&utm_medium=StudentAffairs&utm_campaign=HealthClinicRedirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Staten Island CUNY,https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services,3,"['https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services_detail', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/resources-0']",2459,72.77,5.5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.7,0.106,"['Fri, 18 Sep 2020 20:51:22 GMT', 'Sat, 19 Sep 2020 00:26:46 GMT', 'Fri, 18 Sep 2020 22:07:38 GMT']",1,"['https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services', 'https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services/services']",1
CUNY City College,https://www.ccny.cuny.edu/shs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Graduate School and University Center,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Hunter College,https://ww2.hunter.cuny.edu/students/student-life/wellness-health-and-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY John Jay College of Criminal Justice,https://www.jjay.cuny.edu/wellness-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Lehman College,https://www.lehman.edu/student-health-center,5,"['https://www.lehman.edu/student-health-center/women-health-services.php', 'https://www.lehman.edu/student-health-center/faqs.php', 'http://www.lehman.edu/student-health-center/clinical-services-fees.php', 'https://www.lehman.edu/student-health-center/health-info-websites.php']",4144,80.85,4.98,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,4,0,2,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,8,0.059,0.646,0.075,-1,1,"['https://www.lehman.edu/student-health-center', 'https://www.lehman.edu/student-health-center/faqs.php']",1
CUNY Medgar Evers College,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY New York City College of Technology,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Queens College,https://www.qc.cuny.edu/StudentLife/services/health/Pages,2,"['https://www.qc.cuny.edu/StudentLife/services/health/Pages/Services.aspx', 'https://www.qc.cuny.edu/StudentLife/services/health/Pages/Health%20clinics.aspx']",1994,68.14,6.3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.67,0.147,"['Sat, 19 Sep 2020 00:48:02 GMT', 'Sat, 19 Sep 2020 00:48:03 GMT']",-1,[],1
CUNY York College,https://www.york.cuny.edu/student-development/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fashion Institute of Technology,http://www.fitnyc.edu/health-services,5,"['http://www.fitnyc.edu/health-services/services/women.php', 'http://www.fitnyc.edu/health-services/services/index.php', 'http://www.fitnyc.edu/health-services/resources/health-insurance-basics.php', 'http://www.fitnyc.edu/health-services/health-education.php', 'http://www.fitnyc.edu/health-services/services/hiv-testing.php']",4625,79.74,5.11,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0.026,0.512,0.154,"[-1, -1, -1, -1, -1]",1,"['http://www.fitnyc.edu/health-services', 'http://www.fitnyc.edu/health-services/services/index.php']",1
SUNY College of Technology at Alfred,https://www.alfredstate.edu/student-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Canton,https://www.canton.edu/health_center,11,"['https://www.canton.edu/health_center/services.html', 'https://www.canton.edu/health_center/health_fee.html', 'https://www.canton.edu/health_center/staff.html', 'http://www.canton.edu/health_center/mission.html', 'http://www.canton.edu/health_center/influenza.html', 'https://www.canton.edu/health_center/training.html', 'https://www.canton.edu/health_center/links.html', 'http://www.canton.edu/health_center/immunizations.html', 'https://www.canton.edu/health_center/askthenurse.html', 'https://www.canton.edu/health_center/fever.html', 'https://www.canton.edu/health_center/']",10802,49.36,10.37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.036,0.663,0.033,"['Tue, 15 Sep 2020 18:50:38 GMT', 'Tue, 15 Sep 2020 18:50:39 GMT', 'Tue, 15 Sep 2020 18:50:37 GMT', -1, -1, 'Tue, 15 Sep 2020 18:50:37 GMT', 'Tue, 15 Sep 2020 18:50:38 GMT', -1, 'Tue, 15 Sep 2020 18:50:39 GMT', 'Tue, 15 Sep 2020 18:50:39 GMT', -1]",0,['https://www.canton.edu/health_center'],1
SUNY College of Technology at Delhi,https://system.suny.edu/university-life/counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Agriculture and Technology at Cobleskill,https://www.cobleskill.edu/campus-life/wellness-center,13,"['https://www.cobleskill.edu/campus-life/wellness-center/can-chronicle/cc-january-15.pdf', 'https://www.cobleskill.edu/campus-life/wellness-center/fees-wellness-center.aspx', 'https://www.cobleskill.edu/campus-life/wellness-center/pleasure-package-faq.aspx', 'https://www.cobleskill.edu/campus-life/wellness-center/can-chronicle/March2018.pdf', 'https://www.cobleskill.edu/campus-life/wellness-center/can-chronicle/New%20April%202017%20Issue%201.pdf', 'https://www.cobleskill.edu/campus-life/wellness-center/can-chronicle/March%202016%20-%201.pdf', 'https://www.cobleskill.edu/campus-life/wellness-center/pdf/2018_HealthInsuranceBrochure.pdf']",1430,91.73,2.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.015,0.686,0.144,"['Wed, 06 Mar 2019 21:33:49 GMT', 'Wed, 06 Mar 2019 21:33:00 GMT', 'Wed, 06 Mar 2019 21:33:51 GMT', -1, -1, 'Thu, 21 Mar 2019 19:10:30 GMT', 'Wed, 06 Mar 2019 22:17:58 GMT', 'Wed, 06 Mar 2019 21:33:41 GMT', 'Wed, 06 Mar 2019 21:33:21 GMT', 'Wed, 06 Mar 2019 21:33:43 GMT', 'Wed, 06 Mar 2019 21:33:17 GMT', 'Mon, 23 Sep 2019 15:25:03 GMT', 'Wed, 06 Mar 2019 22:29:53 GMT']",0,['https://www.cobleskill.edu/campus-life/wellness-center'],1
Farmingdale State College,https://www.farmingdale.edu/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morrisville State College,https://www.morrisville.edu/life-on-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY at Albany,https://www.albany.edu/health_center,3,['https://www.albany.edu/health_center/hepatitis.shtml'],1715,73.82,7.24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.007,0.518,0.214,"['Thu, 13 Aug 2015 17:06:44 GMT', -1, 'Fri, 07 Apr 2017 19:33:42 GMT']",2,"['https://www.albany.edu/health_center', 'https://www.albany.edu/health_center/conditions.shtml', 'https://www.albany.edu/health_center/hepatitis.shtml']",1
Binghamton University,https://www.binghamton.edu/health,7,"['https://www.binghamton.edu/health/services/womens-services.html', 'https://www.binghamton.edu/health/index.html', 'https://www.binghamton.edu/health/about/index.html', 'https://www.binghamton.edu/health/services/health-fee.html', 'https://www.binghamton.edu/health/services/immunizations.html', 'https://www.binghamton.edu/health/services/index.html', 'https://www.binghamton.edu/health/travel-planning.html']",3064,54.08,8.68,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0.02,0.658,0.139,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://www.binghamton.edu/health', 'mailto:?subject=Decker%20Student%20Health%20Services%20Center%20%7C%20Binghamton%20University&body=https://www.binghamton.edu/health/index.html']",1
University at Buffalo,https://www.buffalo.edu/studentlife/who-we-are/departments,2,"['https://www.buffalo.edu/studentlife/who-we-are/departments/health.html', 'https://www.buffalo.edu/studentlife/who-we-are/departments/health-promotion.html']",2760,13.12,23.87,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.015,0.684,0.108,"['Sat, 19 Sep 2020 00:33:01 GMT', -1]",1,"['https://www.buffalo.edu/studentlife/who-we-are/departments', 'https://www.buffalo.edu/studentlife/who-we-are/departments/health-promotion.html']",1
Stony Brook University,https://www.stonybrook.edu/commcms/studentaffairs/shs,7,"['https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/about/shac.php', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/services/pharmacy.php', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/insurance/_docs/2018-19-UHC-Master-Policy.pdf']",1805,71.07,5.81,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.008,0.582,0.179,"['Fri, 30 May 2008 15:41:08 GMT', -1, 'Wed, 31 Jul 2013 20:38:42 GMT', -1, -1, 'Tue, 27 May 2008 16:10:30 GMT', -1]",1,"['https://www.stonybrook.edu/commcms/studentaffairs/shs', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/about/shac.php']",1
SUNY College of Environmental Science and Forestry,https://www.esf.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Polytechnic Institute,https://sunypoly.edu/student-life/student-resources,4,"['https://sunypoly.edu/student-life/student-resources/wellness-center/helpful-links', 'https://sunypoly.edu/student-life/student-resources/wellness-center/health-promotion', 'https://sunypoly.edu/student-life/student-resources/wellness-center/medical-services', 'https://sunypoly.edu/student-life/student-resources/wellness-center/faqs']",4839,64.54,7.12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0.034,0.616,0.093,"[-1, -1, -1, -1]",2,"['https://sunypoly.edu/student-life/student-resources', 'https://sunypoly.edu/student-life/student-resources/wellness-center', 'https://sunypoly.edu/student-life/student-resources/wellness-center/helpful-links']",1
SUNY College at Brockport,https://www.brockport.edu/life/health_center,1,['https://www.brockport.edu/life/health_center/services'],1001,87.19,3.94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004,0.605,0.057,[-1],1,"['https://www.brockport.edu/life/health_center', 'https://www.brockport.edu/life/health_center/services']",1
SUNY Buffalo State,https://weigel.buffalostate.edu,10,"['https://weigel.buffalostate.edu/womens-health', 'https://weigel.buffalostate.edu/events/condom-boot-camp-planned-parenthood', 'http://weigel.buffalostate.edu/sites/weigel.buffalostate.edu/files/uploads/Promotional/The%20Promotional_Newsletter_Feb_2018.pdf', 'http://weigel.buffalostate.edu/sites/weigel.buffalostate.edu/files/uploads/WHC%20Forms/medical_release_from_weigel_2017.pdf', 'http://weigel.buffalostate.edu/sites/weigel.buffalostate.edu/files/uploads/WHC%20Forms/Medical%20Release%20from%20WHC%20%28form%29%202017.pdf', 'https://weigel.buffalostate.edu/events/all']",9511,83.07,4.59,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,1,0.046,0.524,0.163,"['Fri, 18 Sep 2020 22:01:34 GMT', 'Sat, 19 Sep 2020 00:51:30 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', -1, -1, -1, -1, -1, -1, 'Sat, 19 Sep 2020 00:51:31 GMT']",1,"['https://weigel.buffalostate.edu', 'https://weigel.buffalostate.edu/womens-health']",1
SUNY Cortland,https://www2.cortland.edu/offices/student-health-service,2,['https://www2.cortland.edu/offices/student-health-service/about-us/'],662,62.5,7.32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.599,0.186,"[-1, 'Fri, 29 May 2015 15:18:22 +0000']",1,"['https://www2.cortland.edu/offices/student-health-service', 'https://www2.cortland.edu/offices/student-health-service/about-us']",1
SUNY at Fredonia,https://www.fredonia.edu/student-life/health-center,9,"['https://www.fredonia.edu/student-life/health-center/2010novembersexualhealth', 'https://www.fredonia.edu/student-life/health-center/2007october-hpv', 'https://www.fredonia.edu/student-life/health-center/2007april-std', 'https://www.fredonia.edu/student-life/health-center/2009aprilwellness', 'https://www.fredonia.edu/student-life/health-center/2007december-aids', 'https://www.fredonia.edu/student-life/health-center/2009decemberaids', 'https://www.fredonia.edu/student-life/health-center/2007november-infectiousdisease', 'https://www.fredonia.edu/student-life/health-center/2010decemberaids', 'https://www.fredonia.edu/student-life/health-center/2009octoberhealthandsafety']",19075,75.28,6.52,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,13,10,0.027,0.451,0.143,"['Sat, 19 Sep 2020 00:54:16 GMT', 'Sat, 19 Sep 2020 00:54:17 GMT', 'Sat, 19 Sep 2020 00:54:17 GMT', 'Sat, 19 Sep 2020 00:54:18 GMT', 'Sat, 19 Sep 2020 00:54:19 GMT', 'Sat, 19 Sep 2020 00:54:19 GMT', 'Sat, 19 Sep 2020 00:54:20 GMT', 'Sat, 19 Sep 2020 00:54:22 GMT', 'Sat, 19 Sep 2020 00:54:24 GMT']",-1,[],1
