University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Louisville,https://louisville.edu/campushealth,9,"['https://louisville.edu/campushealth/services/medical-care/sexual-health-contraception', 'https://louisville.edu/campushealth/emergencies/contraception', 'https://louisville.edu/campushealth/files/sexually-transmitted-infection', 'https://louisville.edu/campushealth/files/self-care/copy_of_WhatareEmergencyContraceptivePills.pdf', 'https://louisville.edu/campushealth/files/prep-faq-sheet', 'https://louisville.edu/campushealth/files/self-care/guidelines-for-vulvar-skin-care', 'https://louisville.edu/campushealth/files/new-patient-forms']",32604,62.15,7.97,4,2,2,0.038,0.478,0.327,"['Thu, 19 Jul 2018 13:37:06 GMT', 'Tue, 12 Sep 2017 23:40:15 GMT', 'Wed, 19 Mar 2014 13:20:38 GMT', 'Wed, 19 Mar 2014 13:16:28 GMT', 'Mon, 17 Mar 2014 16:16:18 GMT', 'Thu, 12 Jul 2018 20:34:30 GMT', 'Mon, 24 Mar 2014 15:23:26 GMT', 'Sun, 16 Mar 2014 23:41:08 GMT', 'Mon, 19 Feb 2018 19:04:32 GMT']",1,"['https://louisville.edu/campushealth', 'https://louisville.edu/campushealth/home/resolveuid/4321ddf937f04b2682e28f488a6b086c']",1
Morehead State University,https://www.moreheadstate.edu/chs,,,,,,,,,,,,,,,0
Murray State University,https://www.murraystate.edu/campus,,,,,,,,,,,,,,,0
Northern Kentucky University,https://inside.nku.edu,10,"['https://inside.nku.edu/hcsw/health/respect-and-protect.html', 'https://inside.nku.edu/hcsw/health.html', 'https://inside.nku.edu/content/dam/humanresources/docs/Benefits/LandingPage/BenefitsColumn/Preventive%20Medication%20Coverage.pdf', 'https://inside.nku.edu/content/dam/coehs/LGBTQhistory/BroseTranscript.pdf', 'https://inside.nku.edu/content/dam/titleix/docs/Title%20IX%20Introductory%20Training_BrickerEckler.pdf', 'https://inside.nku.edu/content/dam/humanresources/docs/Benefits/LandingPage/BenefitsColumn/Northern%20Kentucky%20University_2017_HDHP_SFNKUH16%20Plan_Final.pdf']",1394,69.18,6.7,8,4,4,0.047,0.503,0.238,"[-1, -1, 'Thu, 06 Aug 2020 19:10:48 GMT', 'Thu, 22 Feb 2018 18:33:38 GMT', 'Mon, 15 Apr 2019 22:03:22 GMT', 'Tue, 01 May 2018 13:06:16 GMT', 'Thu, 06 Aug 2020 21:19:40 GMT', 'Thu, 06 Aug 2020 20:45:19 GMT', 'Mon, 27 Feb 2017 16:35:19 GMT', 'Wed, 01 Nov 2017 20:30:31 GMT']",3,"['https://inside.nku.edu', 'https://inside.nku.edu/careerservices/students/HireNKU.html', 'https://inside.nku.edu/careerservices/students/searchresources/Resumes.html', 'https://inside.nku.edu/content/dam/careerservices/docs/SampleResumes/College%20of%20Business%20Resume%20Sample%20-%20Meet%20the%20Firms.docx']",1
Western Kentucky University,https://www.wku.edu/healthservices,9,"['https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2629', 'https://www.wku.edu/healthservices/health-ed/calendar/index.php?eventid=3099&view=event', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2139', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=643', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=632&return=archive', 'https://www.wku.edu/healthservices/news/index.php?view=archive&archivepage=1', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=718', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=502', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=717']",10401,68.12,8.86,64,40,24,0.101,0.561,0.137,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]",-1,[],1
Grambling State University,https://www.gram.edu/student-life/services/health-center,2,['https://www.gram.edu/student-life/services/health-center/services.php'],1203,73.67,5.88,2,1,1,0.028,0.578,-0.085,"[-1, -1]",-1,[],1
Louisiana State University Alexandria,https://www.lsua.edu/campus-life/health-services,,,,,,,,,,,,,,,0
Louisiana State University and Agricultural & Mechanical College,https://lsu.edu/shc,,,,,,,,,,,,,,,0
Louisiana State University Shreveport,https://www.lsuhs.edu,,,,,,,,,,,,,,,0
Louisiana Tech University,https://guiceblog.latech.edu/2016/11/28/a-paige-from-our-student-health-center,,,,,,,,,,,,,,,0
McNeese State University,https://www.mcneese.edu/health-services,,,,,,,,,,,,,,,0
University of New Orleans,https://www.uno.edu/campus-health,,,,,,,,,,,,,,,0
Nicholls State University,https://www.nicholls.edu/health,,,,,,,,,,,,,,,0
University of Louisiana at Monroe,https://www.ulm.edu/healthclinic,,,,,,,,,,,,,,,0
Northwestern State University of Louisiana,https://www.nsula.edu/health,,,,,,,,,,,,,,,0
Southeastern Louisiana University,https://www.southeastern.edu/admin/health_ctr,3,"['http://www.southeastern.edu/admin/health_ctr/about/index.html', 'https://www.southeastern.edu/admin/health_ctr/forms/assets/gynhealthhistoryold.pdf']",1707,106.12,0.6,4,2,2,0.045,0.608,-0.033,"[-1, 'Tue, 28 May 2019 17:42:20 GMT', 'Tue, 28 May 2019 18:04:22 GMT']",1,"['https://www.southeastern.edu/admin/health_ctr', 'https://www.southeastern.edu/admin/health_ctr/about/index.html']",1
Southern University and A & M College,https://www.subr.edu/page/14,,,,,,,,,,,,,,,0
Southern University at New Orleans,http://www.suno.edu/page/counseling-services,,,,,,,,,,,,,,,0
University of Louisiana at Lafayette,https://studenthealth.louisiana.edu,1,['https://studenthealth.louisiana.edu/content/about-us/frequent-questions'],2128,88.89,4.12,5,3,2,0.06,0.827,0,"['Wed, 16 Sep 2020 15:59:15 GMT']",1,"['https://studenthealth.louisiana.edu', 'https://studenthealth.louisiana.edu/content/about-us/frequent-questions']",1
University of Maine at Farmington,http://www2.umf.maine.edu/studenthealth,4,"['http://www2.umf.maine.edu/studenthealth/emergency-contraception/', 'http://www2.umf.maine.edu/studenthealth/available-birth-control/', 'http://www2.umf.maine.edu/studenthealth/new-students/recommended-immunizations/', 'http://www2.umf.maine.edu/studenthealth/health-care-services/']",1882,78.91,5.21,12,7,5,0.065,0.536,0.009,"[-1, -1, -1, -1]",1,"['http://www2.umf.maine.edu/studenthealth', 'http://www2.umf.maine.edu/studenthealth/health-care-services/']",1
University of Maine at Fort Kent,https://www.umfk.edu/wellness/clinic,,,,,,,,,,,,,,,0
University of Maine at Machias,https://machias.edu/campus-life/student-services,,,,,,,,,,,,,,,0
University of Maine,https://umaine.edu/wellness,2,"['https://umaine.edu/wellness/programs/', 'https://umaine.edu/wellness/resources/']",1783,77.42,5.7,4,2,2,0.026,0.555,0.209,"[-1, -1]",1,"['https://umaine.edu/wellness', 'https://umaine.edu/wellness/programs/']",1
Maine Maritime Academy,https://mainemaritime.edu/student-life/health-and-counseling-services,,,,,,,,,,,,,,,0
University of Maine at Presque Isle,https://www.umpi.edu/offices/health-services,,,,,,,,,,,,,,,0
University of Southern Maine,https://usm.maine.edu/uhcs/health-services,1,['https://usm.maine.edu/uhcs/health-services'],520,70.3,6.13,2,1,1,0.023,0.637,0.127,[-1],0,['https://usm.maine.edu/uhcs/health-services'],1
University of Baltimore,https://www.umaryland.edu/studenthealth,,,,,,,,,,,,,,,0
Bowie State University,https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center,4,"['https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/condoms.php', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/index.php', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/womens-health.php', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/stis-hiv.php']",1713,75.52,5.33,16,9,7,0.126,0.575,0.218,"[-1, -1, -1, -1]",2,"['https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/health-forms/', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/health-forms/emh-form.docx']",1
Coppin State University,https://www.coppin.edu/chc,,,,,,,,,,,,,,,0
Frostburg State University,https://www.frostburg.edu/brady-health,3,"['https://www.frostburg.edu/brady-health/family.php', 'https://www.frostburg.edu/brady-health/Services/womens-healthbirth-control.php']",1175,72.83,6.34,6,3,3,0.04,0.612,0.086,"[-1, 'Tue, 25 Jul 2017 11:17:21 GMT', -1]",1,"['https://www.frostburg.edu/brady-health', 'https://www.frostburg.edu/brady-health/family.php']",1
University of Maryland University College,https://health.umd.edu,7,"['http://health.umd.edu/wellness-advocacy/sexual-health', 'http://health.umd.edu/wellness-advocacy-sexual-health/sexual-health-referrals', 'https://health.umd.edu/home/covid-19-uhc-operations', 'http://health.umd.edu/sites/default/files/inline-files/Annual%20Report%202017-18%204.pdf', 'https://health.umd.edu/sites/default/files/inline-files/UHCAnnualReport2018-19Web.pdf']",4383,69.44,6.9,12,7,5,0.046,0.509,0.221,"[-1, -1, 'Tue, 15 Sep 2020 16:11:09 GMT', 'Wed, 09 Jan 2019 21:50:58 GMT', -1, 'Wed, 12 Sep 2018 20:54:49 GMT', 'Sat, 28 Sep 2019 16:01:20 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/home/covid-19-uhc-operations']",1
University of Maryland Baltimore County,https://www.umaryland.edu/studenthealth/student-health-center,,,,,,,,,,,,,,,0
University of Maryland College Park,https://health.umd.edu,7,"['http://health.umd.edu/wellness-advocacy/sexual-health', 'http://health.umd.edu/wellness-advocacy-sexual-health/sexual-health-referrals', 'https://health.umd.edu/home/covid-19-uhc-operations', 'http://health.umd.edu/sites/default/files/inline-files/Annual%20Report%202017-18%204.pdf', 'https://health.umd.edu/sites/default/files/inline-files/UHCAnnualReport2018-19Web.pdf']",4383,69.44,6.9,12,7,5,0.046,0.509,0.221,"[-1, -1, 'Tue, 15 Sep 2020 16:11:09 GMT', 'Wed, 09 Jan 2019 21:50:58 GMT', -1, 'Wed, 12 Sep 2018 20:54:49 GMT', 'Sat, 28 Sep 2019 16:01:20 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/home/covid-19-uhc-operations']",1
University of Maryland Eastern Shore,https://www.umes.edu/StudentHealth,,,,,,,,,,,,,,,0
Morgan State University,https://www.morgan.edu/healthservices,,,,,,,,,,,,,,,0
Salisbury University,https://www.salisbury.edu/administration/student-affairs/student-health-services,4,"['https://www.salisbury.edu/administration/student-affairs/student-health-services/services/self-care.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/std-testing.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/gyno.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/contraceptive-resources.aspx']",2431,69.7,7.02,11,6,5,0.054,0.664,0.068,"[-1, -1, -1, -1]",1,"['https://www.salisbury.edu/administration/student-affairs/student-health-services', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/self-care.aspx']",1
St Mary's College of Maryland,https://www.smcm.edu/wellness,3,"['https://www.smcm.edu/wellness/health-services/services/', 'http://www.smcm.edu/wellness/wp-content/uploads/sites/95/2020/06/SCOPE-of-SERVICES-JUN2020.pdf']",1342,73.47,5.74,2,1,1,0.027,0.526,0.103,"[-1, -1, -1]",1,"['https://www.smcm.edu/wellness', 'https://www.smcm.edu/wellness/health-services/services/']",1
Towson University,https://www.towson.edu/healthcenter,4,"['https://www.towson.edu/healthcenter/health-education/sexual-health.html', 'https://www.towson.edu/healthcenter/health-education/peer-education/sexual-health-education/safer-sex-supply-grant.html', 'https://www.towson.edu/healthcenter/services.html']",6182,83.86,4.43,20,10,10,0.043,0.605,0.146,"[-1, -1, -1, 'Fri, 28 Jun 2019 15:41:46 GMT']",1,"['https://www.towson.edu/healthcenter', 'https://www.towson.edu/healthcenter/services.html']",1
Bridgewater State University,https://www.bridgew.edu/student-life/wellness-safety/health-services,,,,,,,,,,,,,,,0
Fitchburg State University,https://www.fitchburgstate.edu/offices-services-directory/health-services,1,['https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/'],2763,76.85,5.69,2,1,1,0.023,0.575,0.196,"['Wed, 16 Sep 2020 16:08:32 GMT']",1,"['https://www.fitchburgstate.edu/offices-services-directory/health-services', 'https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/']",1
Framingham State University,https://www.framingham.edu/student-life/health-center,,,,,,,,,,,,,,,0
University of Massachusetts Lowell,https://www.uml.edu/student-services/health,1,['https://www.uml.edu/student-services/health-education/events/'],266,78.39,5.11,3,2,1,0.054,0.477,0.375,-1,-1,[],1
University of Massachusetts Amherst,https://www.umass.edu/uhs,9,"['https://www.umass.edu/uhs/services/pharmacy/contraception', 'https://www.umass.edu/uhs/services-and-programs/medical-care/sexual-health-stis-and-hiv/pep-and-prep', 'https://www.umass.edu/uhs/services-and-programs/medical-care/sexual-health-stis-and-hiv', 'https://www.umass.edu/uhs/services-and-programs/medical-care/sexual-health-stis-and-hiv/sexual-health-fact-sheets', 'https://www.umass.edu/uhs/services-and-programs/medical-care/sexual-health-stis-and-hiv/sti-and-hiv-testing', 'https://www.umass.edu/uhs/services/pharmacy/otc', 'https://www.umass.edu/uhs/accesstocare/tips', 'https://www.umass.edu/uhs/sites/default/files/documents/event_flyers/HPV%20fact%20sheet.pdf']",3569,69.04,7.22,19,11,8,0.057,0.518,0.197,"[-1, -1, -1, -1, -1, -1, -1, 'Wed, 19 Nov 2014 20:00:51 GMT', 'Wed, 06 May 2015 19:09:21 GMT']",2,"['https://www.umass.edu/uhs', 'https://www.umass.edu/uhs/accesstocare/hours', 'https://www.umass.edu/uhs/accesstocare/tips']",1
University of Massachusetts Boston,https://www.umb.edu/healthservices,2,"['https://www.umb.edu/healthservices/general_medicine/services_offered', 'https://www.umb.edu/healthservices/hew/hiv_aids']",1044,75.46,5.41,4,2,2,0.029,0.536,0.312,"['Tue, 15 Sep 2020 19:07:48 GMT', 'Tue, 15 Sep 2020 19:07:50 GMT']",2,"['https://www.umb.edu/healthservices', 'https://www.umb.edu/healthservices/general_medicine', 'https://www.umb.edu/healthservices/general_medicine/services_offered']",1
Massachusetts Maritime Academy,https://www.maritime.edu/health-services,,,,,,,,,,,,,,,0
Massachusetts College of Liberal Arts,http://www.mcla.edu/Student_Life/wellness/healthservices,,,,,,,,,,,,,,,0
Salem State University,https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services,1,['https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services/sexual-health-services'],2193,64.22,9.66,8,4,4,0.033,0.526,0.184,"['Wed, 16 Sep 2020 16:19:06 GMT']",1,"['https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services', 'https://www.salemstate.edu/campus-life/student-services/counseling-and-health-services/health-services/sexual-health-services']",1
University of Massachusetts Dartmouth,https://www.umassd.edu/studentaffairs/health,2,"['https://www.umassd.edu/studentaffairs/health/faqs/', 'https://www.umassd.edu/studentaffairs/health/lgbtqresourcesservices/']",1733,91.34,3.16,2,1,1,0.022,0.674,0.084,"['Tue, 15 Sep 2020 21:05:33 GMT', 'Tue, 15 Sep 2020 21:05:34 GMT']",1,"['https://www.umassd.edu/studentaffairs/health', 'https://www.umassd.edu/studentaffairs/health/lgbtqresourcesservices/']",1
Westfield State University,http://www.westfield.ma.edu/student-life/health-services,2,"['http://www.westfield.ma.edu/student-life/health-services/std-clinics', 'http://www.westfield.ma.edu/student-life/health-services/hiv-infection-aids']",1605,70.58,6.98,14,9,5,0.087,0.472,0.108,"['Wed, 16 Sep 2020 16:21:08 GMT', 'Wed, 16 Sep 2020 16:21:09 GMT']",1,"['http://www.westfield.ma.edu/student-life/health-services', 'http://www.westfield.ma.edu/student-life/health-services/hiv-infection-aids']",1
Worcester State University,https://www.worcester.edu/Health-Services,,,,,,,,,,,,,,,0
Central Michigan University,https://www.cmich.edu/lifeatCMU/Pages,,,,,,,,,,,,,,,0
Eastern Michigan University,https://www.emich.edu/uhs,,,,,,,,,,,,,,,0
Ferris State University,https://www.ferris.edu/HTMLS/studentlife/HCenter,1,['https://www.ferris.edu/HTMLS/studentlife/HCenter/services/contraceptive.htm'],397,78.82,4.49,2,1,1,0.032,0.701,0.228,[-1],1,"['https://www.ferris.edu/HTMLS/studentlife/HCenter', 'https://www.ferris.edu/HTMLS/studentlife/HCenter/services/contraceptive.htm']",1
Grand Valley State University,https://www.gvsu.edu/campushealth,,,,,,,,,,,,,,,0
Lake Superior State University,https://www.lssu.edu/health-care-center,1,['https://www.lssu.edu/health-care-center/services/'],985,66.37,6.61,2,1,1,0.023,0.733,0.167,[-1],1,"['https://www.lssu.edu/health-care-center', 'https://www.lssu.edu/health-care-center/services/']",1
University of Michigan Ann Arbor,https://uhs.umich.edu,10,"['https://uhs.umich.edu/contraception-external-condom', 'https://uhs.umich.edu/sss', 'https://uhs.umich.edu/contraception-other', 'https://uhs.umich.edu/contraception-internal-condom', 'https://uhs.umich.edu/tags/sexual-health', 'https://uhs.umich.edu/sxhresources', 'https://www.uhs.umich.edu/tags/contraception?page=1', 'https://uhs.umich.edu/healthtopics?page=6', 'https://www.uhs.umich.edu/articles/all?page=12', 'https://uhs.umich.edu/articles/popular/8?items_per_page=5&page=25']",8077,82.73,4.75,249,168,81,0.235,0.576,0.11,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://uhs.umich.edu', 'https://uhs.umich.edu/healthtopics', 'https://uhs.umich.edu/sxhresources']",1
Michigan State University,https://olin.msu.edu,8,"['https://olin.msu.edu/healthpromo/sexualwellness/hiv.htm', 'https://olin.msu.edu/prep', 'https://olin.msu.edu/pdfs/PSYIntake.pdf', 'http://olin.msu.edu/facultystaff/', 'https://olin.msu.edu/services/womens-health.html']",6224,78,5.71,196,130,66,0.171,0.521,0.177,"[-1, -1, 'Tue, 25 Aug 2020 15:29:42 GMT', -1, -1, 'Tue, 25 Aug 2020 15:29:42 GMT', 'Tue, 25 Aug 2020 15:29:52 GMT', 'Tue, 25 Aug 2020 15:29:42 GMT']",1,"['https://olin.msu.edu', 'https://olin.msu.edu/index.html']",1
Michigan Technological University,https://www.mtu.edu/deanofstudents/students/services,,,,,,,,,,,,,,,0
University of Michigan Dearborn,https://umdearborn.edu/campus-life/health-wellness,,,,,,,,,,,,,,,0
University of Michigan Flint,https://www.umflint.edu/dsa/student-health-services,,,,,,,,,,,,,,,0
Northern Michigan University,https://www.nmu.edu/healthcenter,2,['https://www.nmu.edu/healthcenter/pharmacy'],1410,71.76,5.98,2,1,1,0.022,0.696,0.184,"[-1, 'Fri, 31 Mar 2017 14:52:35 GMT']",1,"['https://www.nmu.edu/healthcenter', 'https://www.nmu.edu/healthcenter/pharmacy']",1
Oakland University,https://oakland.edu/ghc,4,"['https://oakland.edu/ghc/community/', 'https://oakland.edu/ghc/health/', 'https://oakland.edu/ghc/emergency/', 'https://oakland.edu/ghc/studentinsurance/']",4752,65.39,8.07,11,6,5,0.051,0.638,0.023,"['Tue, 15 Sep 2020 01:05:37 GMT', 'Tue, 15 Sep 2020 16:14:58 GMT', 'Tue, 15 Sep 2020 16:10:23 GMT', 'Tue, 15 Sep 2020 16:07:51 GMT']",1,"['https://oakland.edu/ghc', 'https://oakland.edu/ghc/community/index']",1
Saginaw Valley State University,https://www.svsu.edu/universityhealthcenter,,,,,,,,,,,,,,,0
Wayne State University,https://health.wayne.edu,10,"['https://health.wayne.edu/sp_faq/what-is-the-condom-club/', 'https://health.wayne.edu/sexual-health/', 'https://health.wayne.edu/sp_faq/can-redeem-full-condom-card-get-50-condoms/', 'https://health.wayne.edu/sp_faq/many-condom-club-cards-can-buy-per-semester/', 'http://health.wayne.edu/sp_faq/condoms-best-option-men-size-condom-matter/', 'http://health.wayne.edu/birth-control/', 'https://health.wayne.edu/campus-health-center-information/', 'https://health.wayne.edu/faq/', 'https://health.wayne.edu/wp-content/uploads/2020/01/Fact-or-Myth-game.pptx']",27388,82.3,5.11,130,81,49,0.165,0.526,0.182,"[-1, -1, -1, -1, -1, -1, -1, -1, 'Thu, 30 Jan 2020 20:19:44 GMT', 'Wed, 19 Aug 2020 19:49:14 GMT']",1,"['https://health.wayne.edu', 'https://health.wayne.edu/sexual-health/']",1
Western Michigan University,https://wmich.edu/healthcenter,3,"['https://wmich.edu/healthcenter/clinic/services/contraception', 'https://wmich.edu/healthcenter/top5/sti', 'https://wmich.edu/healthcenter/top5/sex-consent']",1212,72.05,6.55,11,6,5,0.057,0.524,0.22,"[-1, -1, -1]",2,"['https://wmich.edu/healthcenter', 'https://wmich.edu/healthcenter/clinic/services/immunizations/flu-2020-21', 'https://wmich.edu/healthcenter/clinic/services/contraception']",1
Bemidji State University,https://www.bemidjistate.edu/services/health-counseling,1,['https://www.bemidjistate.edu/services/health-counseling/health-services/services-provided/'],914,56.07,9.15,2,1,1,0.021,0.509,0.222,[-1],1,"['https://www.bemidjistate.edu/services/health-counseling', 'https://www.bemidjistate.edu/services/health-counseling/health-services/services-provided/']",1
Minnesota State University Mankato,http://www.mnsu.edu/shs,10,"['https://www.mnsu.edu/shs/condomconnection.html', 'https://www.mnsu.edu/shs/healtheducation/healthpro/hpprogs.html', 'https://www.mnsu.edu/shs/ondomonnection.html', 'https://www.mnsu.edu/shs/clinic/free4u.html', 'http://www.mnsu.edu/shs/healtheducation/', 'https://www.mnsu.edu/shs/hpvgenitalwarts.html', 'https://www.mnsu.edu/shs/healtheducation/healthpro/', 'https://www.mnsu.edu/shs/relaxationstation.html']",4044,76.73,5.64,23,17,6,0.08,0.533,0.224,"[-1, 'Mon, 21 Feb 2011 20:43:43 GMT', 'Wed, 11 Sep 2019 13:51:12 GMT', -1, 'Fri, 04 Sep 2015 20:57:52 GMT', 'Wed, 11 Sep 2019 13:42:02 GMT', -1, 'Tue, 21 Mar 2017 19:14:47 GMT', 'Tue, 18 Aug 2020 20:59:17 GMT', 'Fri, 06 Jan 2017 17:24:32 GMT']",1,"['http://www.mnsu.edu/shs', 'http://www.mnsu.edu/shs/healtheducation/']",1
Metropolitan State University,https://www.msudenver.edu/healthcenter,1,['https://www.msudenver.edu/healthcenter/medicalservices/freeclinicalservices/'],1464,78.94,5.91,2,2,0,0.035,0.746,0.016,"['Thu, 20 Aug 2020 00:06:08 GMT']",2,"['https://www.msudenver.edu/healthcenter', 'https://www.msudenver.edu/healthcenter/medicalservices/', 'https://www.msudenver.edu/healthcenter/medicalservices/freeclinicalservices/']",1
University of Minnesota Twin Cities,https://boynton.umn.edu,10,"['https://boynton.umn.edu/condoms', 'https://boynton.umn.edu/student-wellness-services/safer-sex-101/sexual-health-basics', 'https://boynton.umn.edu/safersex101', 'https://boynton.umn.edu/ha', 'https://boynton.umn.edu/clinics/womens-health/birth-control', 'https://boynton.umn.edu/hpv', 'https://boynton.umn.edu/ha/residence-hall/middlebrook-hall', 'https://boynton.umn.edu/student-wellness-services/health-advocates/become-health-advocate', 'https://boynton.umn.edu/get-health-care/after-hours-care']",8033,77.05,5.82,103,59,44,0.122,0.498,0.229,"['Wed, 16 Sep 2020 15:40:06 GMT', 'Wed, 16 Sep 2020 17:22:03 GMT', 'Wed, 16 Sep 2020 15:40:20 GMT', 'Wed, 16 Sep 2020 17:22:04 GMT', 'Wed, 16 Sep 2020 16:12:02 GMT', 'Wed, 16 Sep 2020 14:28:50 GMT', 'Wed, 16 Sep 2020 17:22:06 GMT', 'Wed, 16 Sep 2020 17:22:07 GMT', 'Tue, 19 Sep 2017 16:46:15 GMT', 'Wed, 16 Sep 2020 16:36:03 GMT']",1,"['https://boynton.umn.edu', 'https://boynton.umn.edu/condoms']",1
University of Minnesota Crookston,https://www.crk.umn.edu/units/health-services,,,,,,,,,,,,,,,0
University of Minnesota Duluth,https://www.d.umn.edu/health-services,2,"['https://www.d.umn.edu/health-services/medical-services/services-provided/sexual-health', 'https://www.d.umn.edu/health-services/medical-services/services-provided/sexually-transmitted-infections']",1956,64.7,8.03,11,6,5,0.049,0.527,0.214,"['Wed, 16 Sep 2020 17:22:56 GMT', 'Wed, 16 Sep 2020 03:04:06 GMT']",1,"['https://www.d.umn.edu/health-services', 'https://www.d.umn.edu/health-services/medical-services/services-provided/sexual-health']",1
University of Minnesota Morris,https://students.morris.umn.edu/health-and-wellness/health-service,,,,,,,,,,,,,,,0
Minnesota State University Moorhead,https://www2.mnstate.edu/counseling-services,,,,,,,,,,,,,,,0
Saint Cloud State University,https://www.stcloudstate.edu/medicalclinic,6,"['https://www.stcloudstate.edu/medicalclinic/medical-clinic/sexual-health.aspx', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2004-ACHA-NCHA-executive-summary.pdf', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/data/2007-ACHA-NCHA-executive-summary.pdf']",532,100.78,1.49,1,1,0,0.024,0.517,0.325,"[-1, 'Mon, 18 May 2020 20:57:11 GMT', 'Mon, 18 May 2020 20:57:11 GMT', 'Mon, 18 May 2020 20:57:11 GMT', 'Mon, 18 May 2020 20:57:10 GMT', 'Mon, 18 May 2020 20:57:11 GMT']",2,"['https://www.stcloudstate.edu/medicalclinic', 'https://www.stcloudstate.edu/medicalclinic/pharmacy.aspx', 'https://www.stcloudstate.edu/medicalclinic/_files/documents/pharmacy/pharmacy-price-comparisons.docx']",1
Southwest Minnesota State University,https://www.smsu.edu/campuslife/healthservices,,,,,,,,,,,,,,,0
Winona State University,https://www.winona.edu/healthservices,2,['https://www.winona.edu/healthservices/clinicservices.asp'],1442,60.21,7.55,2,1,1,0.029,0.556,0.3,"[-1, 'Tue, 28 Feb 2017 20:51:20 GMT']",1,"['https://www.winona.edu/healthservices', 'https://www.winona.edu/healthservices/clinicservices.asp']",1
Alcorn State University,https://www.alcorn.edu/academics/student-affairs/health-and-disability-services/health-services,,,,,,,,,,,,,,,0
Delta State University,http://www.deltastate.edu/student-affairs/student-health-services,,,,,,,,,,,,,,,0
Jackson State University,https://www.jsums.edu/healthservices,,,,,,,,,,,,,,,0
University of Mississippi,https://healthcenter.olemiss.edu,1,['https://healthcenter.olemiss.edu/services-2/'],4158,73.43,6.41,4,2,2,0.031,0.384,0.079,[-1],1,"['https://healthcenter.olemiss.edu', 'https://healthcenter.olemiss.edu/services-2/']",1
Mississippi University for Women,https://www.muw.edu/centers/healthcenter,,,,,,,,,,,,,,,0
Mississippi Valley State University,https://www.mvsu.edu/campus-facilities-services/main-campus/health-center,,,,,,,,,,,,,,,0
Mississippi State University,https://www.healthcenter.msstate.edu,,,,,,,,,,,,,,,0
University of Southern Mississippi,https://www.usm.edu/student-health-services,4,"['https://www.usm.edu/student-health-services/services-we-offer.php', 'https://www.usm.edu/student-health-services/sexual_health.php', 'https://www.usm.edu/student-health-services/womens_health.php']",4485,82.78,4.28,3,2,1,0.035,0.371,0.224,"[-1, -1, 'Thu, 03 Sep 2020 18:34:49 GMT', -1]",1,"['https://www.usm.edu/student-health-services', 'https://www.usm.edu/student-health-services/services-we-offer.php']",1
University of Central Missouri,https://www.ucmo.edu/offices/health-center,1,['https://www.ucmo.edu/offices/health-center/services/'],2799,83.14,4.27,14,7,7,0.077,0.539,0.214,[-1],1,"['https://www.ucmo.edu/offices/health-center', 'https://www.ucmo.edu/offices/health-center/services/index.php']",1
Harris Stowe State University,http://go.hssu.edu/rsp_content.cfm?wid=74&pid=867,,,,,,,,,,,,,,,0
Lincoln University of Missouri,https://bluetigerportal.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,0
